policy_id,period,region,line_of_business,claims_paid,net_earned_premium,loss_ratio,client_name,risk_category,cause_of_loss,claim_status,settlement_date,gwp_usd,nep_usd,claims_paid_usd,combined_ratio,exposure,premium_rate,continent
CLM-409768,2018-10-04,North America,Health,16658.17,42502.35,0.3919,Pinnacle Assurance,Political,Drought,Open,,,42502.35,16658.17,0.3919,,1.0,North America
CLM-400166,2018-10-04,Europe,Marine,7537.25,17600.27,0.4282,Pinnacle Assurance,Credit,Windstorm,Closed,2018-11-11,,17600.27,7537.25,0.4282,,1.0,Europe
CLM-411095,2018-10-04,Kenya,Credit & Surety,499502.16,1174017.22,0.4255,Acentria Group,Nat Cat,Cyber Breach,Closed,2019-05-26,,1174017.22,499502.16,0.4255,,1.0,Africa
CLM-407131,2018-10-06,Africa,Life,10326.72,22218.77,0.4648,Metro Insurers,Nat Cat,Machinery Breakdown,Closed,2018-12-30,,22218.77,10326.72,0.4648,,1.0,Africa
CLM-402219,2018-10-08,Nordics,Motor,12099.69,25583.57,0.4729,Coastal Mutual,Weather,Cyber Breach,Closed,2018-11-18,,25583.57,12099.69,0.4729,,1.0,Europe
CLM-406227,2018-10-08,Middle East & Africa,Engineering,9755.27,15028.82,0.6491,Coastal Mutual,Credit,Windstorm,Closed,2018-11-09,,15028.82,9755.27,0.6491,,1.0,Asia
CLM-410566,2018-10-08,Australia & Pacific,Health,104731.91,191815.5,0.546,AgriProtect,Market,Windstorm,Closed,2018-11-13,,191815.5,104731.91,0.546,,1.0,Oceania
CLM-400918,2018-10-09,Europe,Liability,198410.81,284123.79,0.6983,Nile Star Assurance (Africa),Operational,Earthquake,Under Review,,,284123.79,198410.81,0.6983,,1.0,Europe
CLM-409482,2018-10-10,Middle East & Africa,Liability,124094.12,208270.0,0.5958,Horizon Underwriters,Nat Cat,Theft,Closed,2019-03-22,,208270.0,124094.12,0.5958,,1.0,Asia
CLM-408683,2018-10-10,Kenya,Liability,34851.33,83879.36,0.4155,AgriProtect,Operational,Collision,Closed,2018-12-28,,83879.36,34851.33,0.4155,,1.0,Africa
CLM-403607,2018-10-11,Australia & Pacific,Marine,284950.48,516716.54,0.5515,Orient Shield Insurance (Asia),Operational,Machinery Breakdown,Under Review,,,516716.54,284950.48,0.5515,,1.0,Oceania
CLM-405996,2018-10-11,Australia & Pacific,Engineering,7685.0,15592.79,0.4929,Nile Star Assurance (Africa),Market,Fire,Reopened,2018-11-17,,15592.79,7685.0,0.4929,,1.0,Oceania
CLM-401515,2018-10-12,North America,Energy,39924.81,46757.74,0.8539,Pinnacle Assurance,Cyber,Hail,Closed,2018-11-13,,46757.74,39924.81,0.8539,,1.0,North America
CLM-404781,2018-10-13,Australia & Pacific,Energy,100817.5,155997.52,0.6463,Zenith Cover,Political,Collision,Closed,2018-12-30,,155997.52,100817.5,0.6463,,1.0,Oceania
CLM-408684,2018-10-14,Middle East & Africa,Property,57599.24,102444.56,0.5622,Pacifica Cover (Oceania),Nat Cat,Liability Claim,Closed,2018-11-09,,102444.56,57599.24,0.5622,,1.0,Asia
CLM-404955,2018-10-14,Caribbean,Liability,9568.99,12318.56,0.7768,Horizon Underwriters,Weather,Cyber Breach,Closed,2018-12-03,,12318.56,9568.99,0.7768,,1.0,North America
CLM-410865,2018-10-16,Kenya,Life,891.92,2158.29,0.4133,Orient Shield Insurance (Asia),Market,Windstorm,Closed,2018-11-06,,2158.29,891.92,0.4133,,1.0,Africa
CLM-412973,2018-10-16,Kenya,Life,258909.41,291147.65,0.8893,Orient Shield Insurance (Asia),Cyber,Fire,Closed,2018-12-26,,291147.65,258909.41,0.8893,,1.0,Africa
CLM-405213,2018-10-16,Africa,Life,29341.63,32798.63,0.8946,Acentria Group,Cyber,Earthquake,Closed,2018-12-04,,32798.63,29341.63,0.8946,,1.0,Africa
CLM-400175,2018-10-16,Africa,Life,18492.16,47830.77,0.3866,Metro Insurers,Nat Cat,Theft,Closed,2018-12-13,,47830.77,18492.16,0.3866,,1.0,Africa
CLM-405250,2018-10-17,Africa,Motor,41096.94,101588.17,0.4045,Orient Shield Insurance (Asia),Operational,Theft,Closed,2019-02-15,,101588.17,41096.94,0.4045,,1.0,Africa
CLM-409702,2018-10-18,Caribbean,Liability,7467.77,11032.05,0.6769,Baobab Insurance,Credit,Windstorm,Closed,2019-09-09,,11032.05,7467.77,0.6769,,1.0,North America
CLM-404478,2018-10-18,Kenya,Marine,31353.1,45291.49,0.6923,Pacifica Cover (Oceania),Cyber,Machinery Breakdown,Closed,2018-12-21,,45291.49,31353.1,0.6923,,1.0,Africa
CLM-404757,2018-10-18,Kenya,Agriculture,97462.7,212124.5,0.4595,Nile Star Assurance (Africa),Cyber,Theft,Closed,2018-10-28,,212124.5,97462.7,0.4595,,1.0,Africa
CLM-400584,2018-10-18,Europe,Aviation,27057.08,29415.41,0.9198,Pacifica Cover (Oceania),Cyber,Drought,Open,,,29415.41,27057.08,0.9198,,1.0,Europe
CLM-402022,2018-10-18,North America,Liability,35766.39,47284.79,0.7564,Baobab Insurance,Nat Cat,Cyber Breach,Reopened,2019-03-12,,47284.79,35766.39,0.7564,,1.0,North America
CLM-406353,2018-10-18,Europe,Agriculture,55316.13,62379.47,0.8868,Andes Mutual (S. America),Political,Hail,Closed,2018-11-10,,62379.47,55316.13,0.8868,,1.0,Europe
CLM-404669,2018-10-19,North America,Engineering,9055.39,12134.34,0.7463,Baobab Insurance,Operational,Marine Peril,Closed,2019-01-07,,12134.34,9055.39,0.7463,,1.0,North America
CLM-409590,2018-10-19,Australia & Pacific,Health,30328.92,44159.13,0.6868,Horizon Underwriters,Operational,Windstorm,Closed,2018-11-13,,44159.13,30328.92,0.6868,,1.0,Oceania
CLM-412388,2018-10-20,Latin America,Health,111431.29,216080.47,0.5157,Metro Insurers,Nat Cat,Drought,Reopened,2019-01-30,,216080.47,111431.29,0.5157,,1.0,South America
CLM-410538,2018-10-21,Caribbean,Health,51902.17,55469.77,0.9357,Orient Shield Insurance (Asia),Nat Cat,Cyber Breach,Closed,2018-11-16,,55469.77,51902.17,0.9357,,1.0,North America
CLM-406113,2018-10-22,Asia Pacific,Energy,89445.48,196189.74,0.4559,Atlas Underwriters (Europe),Credit,Windstorm,Closed,2018-11-19,,196189.74,89445.48,0.4559,,1.0,Asia
CLM-405875,2018-10-23,Kenya,Motor,33120.8,44440.21,0.7453,Metro Insurers,Operational,Theft,Closed,2018-12-30,,44440.21,33120.8,0.7453,,1.0,Africa
CLM-411829,2018-10-23,Africa,Health,47695.59,120282.43,0.3965,Atlas Underwriters (Europe),Market,Fire,Closed,2018-12-25,,120282.43,47695.59,0.3965,,1.0,Africa
CLM-408390,2018-10-23,Latin America,Liability,25394.09,30592.85,0.8301,Orient Shield Insurance (Asia),Cyber,Windstorm,Closed,2019-07-14,,30592.85,25394.09,0.8301,,1.0,South America
CLM-402553,2018-10-25,Australia & Pacific,Life,54589.55,120558.99,0.4528,Meridian Insurance (N. America),Credit,Cyber Breach,Closed,2018-12-15,,120558.99,54589.55,0.4528,,1.0,Oceania
CLM-406802,2018-10-25,Nordics,Aviation,27881.72,69723.18,0.3999,Meridian Insurance (N. America),Cyber,Collision,Closed,2018-11-29,,69723.18,27881.72,0.3999,,1.0,Europe
CLM-402004,2018-10-25,Caribbean,Agriculture,373911.89,690580.97,0.5414,Andes Mutual (S. America),Market,Machinery Breakdown,Open,,,690580.97,373911.89,0.5414,,1.0,North America
CLM-406680,2018-10-25,Caribbean,Health,10407.54,19764.91,0.5266,Meridian Insurance (N. America),Nat Cat,Hail,Closed,2018-11-11,,19764.91,10407.54,0.5266,,1.0,North America
CLM-408250,2018-10-26,Nordics,Health,52322.78,55108.5,0.9495,Pinnacle Assurance,Political,Hail,Reopened,2018-12-04,,55108.5,52322.78,0.9495,,1.0,Europe
CLM-401511,2018-10-26,North America,Energy,44039.33,97514.12,0.4516,Metro Insurers,Market,Marine Peril,Open,,,97514.12,44039.33,0.4516,,1.0,North America
CLM-402624,2018-10-26,Middle East & Africa,Credit & Surety,99624.62,132552.23,0.7516,Baobab Insurance,Nat Cat,Liability Claim,Closed,2019-03-20,,132552.23,99624.62,0.7516,,1.0,Asia
CLM-412904,2018-10-27,North America,Aviation,17293.67,29450.24,0.5872,Orient Shield Insurance (Asia),Cyber,Fire,Closed,2018-12-12,,29450.24,17293.67,0.5872,,1.0,North America
CLM-410064,2018-10-27,Middle East & Africa,Liability,42632.92,52784.36,0.8077,Andes Mutual (S. America),Credit,Marine Peril,Closed,2019-03-07,,52784.36,42632.92,0.8077,,1.0,Asia
CLM-411205,2018-10-28,Africa,Cyber,7971.83,15292.18,0.5213,Metro Insurers,Operational,Flood,Closed,2018-11-16,,15292.18,7971.83,0.5213,,1.0,Africa
CLM-410983,2018-10-28,Nordics,Property,21431.92,47638.79,0.4499,Acentria Group,Nat Cat,Theft,Closed,2018-12-04,,47638.79,21431.92,0.4499,,1.0,Europe
CLM-410739,2018-10-28,Nordics,Aviation,204198.23,344871.91,0.5921,Orient Shield Insurance (Asia),Operational,Windstorm,Closed,2018-12-08,,344871.91,204198.23,0.5921,,1.0,Europe
CLM-401332,2018-10-29,Nordics,Liability,29517.15,50617.08,0.5831,Coastal Mutual,Cyber,Hail,Closed,2019-02-23,,50617.08,29517.15,0.5831,,1.0,Europe
CLM-401396,2018-10-29,Asia Pacific,Aviation,75217.3,102480.69,0.734,Horizon Underwriters,Credit,Marine Peril,Closed,2019-03-12,,102480.69,75217.3,0.734,,1.0,Asia
CLM-408400,2018-10-30,Latin America,Liability,19516.45,51198.99,0.3812,Meridian Insurance (N. America),Nat Cat,Fire,Closed,2019-04-12,,51198.99,19516.45,0.3812,,1.0,South America
CLM-408847,2018-10-30,Africa,Liability,190858.02,322522.59,0.5918,Metro Insurers,Cyber,Flood,Closed,2019-05-08,,322522.59,190858.02,0.5918,,1.0,Africa
CLM-400426,2018-10-30,Kenya,Life,159192.65,169041.17,0.9417,Metro Insurers,Operational,Machinery Breakdown,Closed,2018-11-11,,169041.17,159192.65,0.9417,,1.0,Africa
CLM-411815,2018-10-31,Africa,Credit & Surety,79990.38,210656.59,0.3797,Nile Star Assurance (Africa),Operational,Fire,Closed,2019-04-04,,210656.59,79990.38,0.3797,,1.0,Africa
CLM-400895,2018-10-31,North America,Motor,176404.16,188929.09,0.9337,Coastal Mutual,Credit,Collision,Closed,2018-12-16,,188929.09,176404.16,0.9337,,1.0,North America
CLM-400955,2018-11-01,Latin America,Credit & Surety,23429.52,61686.44,0.3798,Coastal Mutual,Nat Cat,Collision,Under Review,,,61686.44,23429.52,0.3798,,1.0,South America
CLM-410184,2018-11-05,Caribbean,Property,15062.63,21932.37,0.6868,Zenith Cover,Weather,Flood,Reopened,2019-03-23,,21932.37,15062.63,0.6868,,1.0,North America
CLM-403245,2018-11-06,Australia & Pacific,Marine,94856.85,117881.11,0.8047,Nile Star Assurance (Africa),Market,Theft,Closed,2019-04-10,,117881.11,94856.85,0.8047,,1.0,Oceania
CLM-400247,2018-11-06,Middle East & Africa,Health,136834.61,284251.82,0.4814,Atlas Underwriters (Europe),Nat Cat,Theft,Closed,2018-12-03,,284251.82,136834.61,0.4814,,1.0,Asia
CLM-402048,2018-11-06,Nordics,Marine,139331.33,326398.42,0.4269,Pinnacle Assurance,Cyber,Fire,Open,,,326398.42,139331.33,0.4269,,1.0,Europe
CLM-406166,2018-11-06,Kenya,Agriculture,45598.54,55999.83,0.8143,Acentria Group,Market,Fire,Reopened,2018-11-23,,55999.83,45598.54,0.8143,,1.0,Africa
CLM-401745,2018-11-07,North America,Property,7520.45,9932.67,0.7571,Meridian Insurance (N. America),Credit,Machinery Breakdown,Open,,,9932.67,7520.45,0.7571,,1.0,North America
CLM-406497,2018-11-07,Kenya,Motor,5022.18,6920.3,0.7257,Nile Star Assurance (Africa),Weather,Earthquake,Closed,2019-03-10,,6920.3,5022.18,0.7257,,1.0,Africa
CLM-400759,2018-11-08,North America,Aviation,32310.38,81448.78,0.3967,Acentria Group,Market,Earthquake,Closed,2019-08-17,,81448.78,32310.38,0.3967,,1.0,North America
CLM-401353,2018-11-12,Asia Pacific,Engineering,51102.74,134548.56,0.3798,Atlas Underwriters (Europe),Market,Fire,Closed,2018-12-07,,134548.56,51102.74,0.3798,,1.0,Asia
CLM-410850,2018-11-13,Africa,Credit & Surety,84256.07,95163.48,0.8854,Metro Insurers,Market,Marine Peril,Closed,2018-12-29,,95163.48,84256.07,0.8854,,1.0,Africa
CLM-408657,2018-11-14,Nordics,Credit & Surety,29296.53,35766.0,0.8191,Pinnacle Assurance,Cyber,Drought,Closed,2019-06-03,,35766.0,29296.53,0.8191,,1.0,Europe
CLM-402989,2018-11-15,Latin America,Agriculture,15895.8,22119.52,0.7186,Horizon Underwriters,Nat Cat,Flood,Closed,2018-11-23,,22119.52,15895.8,0.7186,,1.0,South America
CLM-402135,2018-11-16,North America,Motor,26422.79,74558.0,0.3544,Metro Insurers,Credit,Fire,Reopened,2018-11-30,,74558.0,26422.79,0.3544,,1.0,North America
CLM-402311,2018-11-17,Caribbean,Energy,102349.61,127466.77,0.803,Meridian Insurance (N. America),Nat Cat,Marine Peril,Closed,2018-12-23,,127466.77,102349.61,0.803,,1.0,North America
CLM-405444,2018-11-19,North America,Cyber,18320.41,22219.15,0.8245,Atlas Underwriters (Europe),Market,Flood,Closed,2018-12-31,,22219.15,18320.41,0.8245,,1.0,North America
CLM-406196,2018-11-19,Caribbean,Property,103115.23,142623.98,0.723,Nile Star Assurance (Africa),Operational,Liability Claim,Closed,2019-01-06,,142623.98,103115.23,0.723,,1.0,North America
CLM-412082,2018-11-20,Nordics,Energy,36561.02,80276.24,0.4554,Horizon Underwriters,Cyber,Flood,Closed,2019-01-09,,80276.24,36561.02,0.4554,,1.0,Europe
CLM-408158,2018-11-21,Nordics,Health,38582.44,44721.52,0.8627,AgriProtect,Credit,Flood,Closed,2019-01-21,,44721.52,38582.44,0.8627,,1.0,Europe
CLM-411735,2018-11-23,Latin America,Cyber,24364.74,33450.06,0.7284,Baobab Insurance,Nat Cat,Hail,Open,,,33450.06,24364.74,0.7284,,1.0,South America
CLM-408402,2018-11-23,Middle East & Africa,Health,19289.67,27218.36,0.7087,Pacifica Cover (Oceania),Nat Cat,Cyber Breach,Closed,2019-02-25,,27218.36,19289.67,0.7087,,1.0,Asia
CLM-410820,2018-11-23,Caribbean,Credit & Surety,21259.63,22412.96,0.9485,Coastal Mutual,Political,Cyber Breach,Closed,2019-01-19,,22412.96,21259.63,0.9485,,1.0,North America
CLM-404954,2018-11-23,Middle East & Africa,Cyber,11499.59,15732.69,0.7309,Atlas Underwriters (Europe),Operational,Drought,Closed,2018-12-20,,15732.69,11499.59,0.7309,,1.0,Asia
CLM-400841,2018-11-25,North America,Motor,31008.8,46289.7,0.6699,Baobab Insurance,Nat Cat,Marine Peril,Reopened,2019-04-05,,46289.7,31008.8,0.6699,,1.0,North America
CLM-400368,2018-11-25,Middle East & Africa,Health,113663.01,164237.26,0.6921,Acentria Group,Political,Hail,Closed,2018-12-06,,164237.26,113663.01,0.6921,,1.0,Asia
CLM-407247,2018-11-26,Europe,Agriculture,21362.49,42694.31,0.5004,Pacifica Cover (Oceania),Market,Windstorm,Under Review,,,42694.31,21362.49,0.5004,,1.0,Europe
CLM-409958,2018-11-26,North America,Motor,11181.13,25783.38,0.4337,AgriProtect,Cyber,Flood,Closed,2018-11-29,,25783.38,11181.13,0.4337,,1.0,North America
CLM-400506,2018-11-27,Australia & Pacific,Energy,123463.3,174534.01,0.7074,Baobab Insurance,Nat Cat,Machinery Breakdown,Closed,2019-03-02,,174534.01,123463.3,0.7074,,1.0,Oceania
CLM-409406,2018-11-27,North America,Energy,214636.49,274811.4,0.781,Baobab Insurance,Credit,Hail,Open,,,274811.4,214636.49,0.781,,1.0,North America
CLM-404748,2018-11-27,Latin America,Engineering,209379.67,325863.94,0.6425,Coastal Mutual,Weather,Drought,Closed,2019-02-18,,325863.94,209379.67,0.6425,,1.0,South America
CLM-400130,2018-11-29,Latin America,Property,71763.25,80990.69,0.8861,Metro Insurers,Cyber,Liability Claim,Closed,2018-12-04,,80990.69,71763.25,0.8861,,1.0,South America
CLM-405269,2018-11-30,Asia Pacific,Life,133110.3,180378.77,0.7379,Orient Shield Insurance (Asia),Weather,Collision,Closed,2019-02-04,,180378.77,133110.3,0.7379,,1.0,Asia
CLM-411089,2018-12-01,Caribbean,Cyber,13816.74,15197.06,0.9092,Orient Shield Insurance (Asia),Weather,Earthquake,Closed,2019-01-11,,15197.06,13816.74,0.9092,,1.0,North America
CLM-403370,2018-12-01,Caribbean,Life,34262.24,59930.99,0.5717,Baobab Insurance,Operational,Machinery Breakdown,Closed,2018-12-15,,59930.99,34262.24,0.5717,,1.0,North America
CLM-411230,2018-12-01,Kenya,Health,115813.3,249357.15,0.4644,Baobab Insurance,Nat Cat,Machinery Breakdown,Under Review,,,249357.15,115813.3,0.4644,,1.0,Africa
CLM-404175,2018-12-01,Nordics,Energy,73144.01,87172.99,0.8391,AgriProtect,Market,Flood,Closed,2019-02-15,,87172.99,73144.01,0.8391,,1.0,Europe
CLM-405016,2018-12-02,Caribbean,Engineering,66804.07,124434.5,0.5369,Horizon Underwriters,Cyber,Liability Claim,Reopened,2018-12-12,,124434.5,66804.07,0.5369,,1.0,North America
CLM-401565,2018-12-03,Europe,Energy,15830.73,41411.14,0.3823,Coastal Mutual,Nat Cat,Fire,Closed,2019-02-07,,41411.14,15830.73,0.3823,,1.0,Europe
CLM-412717,2018-12-04,Kenya,Property,154172.1,181011.73,0.8517,Coastal Mutual,Operational,Liability Claim,Under Review,,,181011.73,154172.1,0.8517,,1.0,Africa
CLM-407801,2018-12-04,Asia Pacific,Credit & Surety,203355.8,359302.55,0.566,Pinnacle Assurance,Weather,Earthquake,Closed,2019-02-12,,359302.55,203355.8,0.566,,1.0,Asia
CLM-407014,2018-12-07,Caribbean,Health,41469.62,64470.56,0.6432,Orient Shield Insurance (Asia),Operational,Cyber Breach,Closed,2019-02-24,,64470.56,41469.62,0.6432,,1.0,North America
CLM-405125,2018-12-08,Latin America,Marine,7021.03,18303.7,0.3836,Acentria Group,Political,Flood,Closed,2020-01-28,,18303.7,7021.03,0.3836,,1.0,South America
CLM-405074,2018-12-09,Asia Pacific,Aviation,33178.1,63230.1,0.5247,Pinnacle Assurance,Credit,Drought,Closed,2019-08-26,,63230.1,33178.1,0.5247,,1.0,Asia
CLM-401443,2018-12-09,Latin America,Energy,7009.19,10685.24,0.656,Baobab Insurance,Operational,Liability Claim,Closed,2019-01-24,,10685.24,7009.19,0.656,,1.0,South America
CLM-401748,2018-12-09,Nordics,Aviation,25284.0,48776.49,0.5184,Nile Star Assurance (Africa),Political,Hail,Closed,2019-10-21,,48776.49,25284.0,0.5184,,1.0,Europe
CLM-407434,2018-12-10,Africa,Engineering,58946.67,96649.56,0.6099,Orient Shield Insurance (Asia),Political,Machinery Breakdown,Under Review,,,96649.56,58946.67,0.6099,,1.0,Africa
CLM-410770,2018-12-10,Middle East & Africa,Property,78734.24,132264.22,0.5953,Zenith Cover,Cyber,Drought,Closed,2019-01-01,,132264.22,78734.24,0.5953,,1.0,Asia
CLM-404100,2018-12-10,Europe,Liability,104864.36,162433.12,0.6456,Pinnacle Assurance,Nat Cat,Marine Peril,Open,,,162433.12,104864.36,0.6456,,1.0,Europe
CLM-403793,2018-12-10,Caribbean,Agriculture,193150.24,425616.47,0.4538,Coastal Mutual,Nat Cat,Windstorm,Open,,,425616.47,193150.24,0.4538,,1.0,North America
CLM-409108,2018-12-11,Asia Pacific,Marine,86523.1,92719.47,0.9332,Pinnacle Assurance,Cyber,Cyber Breach,Closed,2019-05-06,,92719.47,86523.1,0.9332,,1.0,Asia
CLM-403442,2018-12-11,North America,Agriculture,15778.47,39551.7,0.3989,Atlas Underwriters (Europe),Market,Cyber Breach,Under Review,,,39551.7,15778.47,0.3989,,1.0,North America
CLM-409706,2018-12-12,North America,Marine,38267.47,55706.62,0.6869,Orient Shield Insurance (Asia),Market,Drought,Open,,,55706.62,38267.47,0.6869,,1.0,North America
CLM-411055,2018-12-12,Middle East & Africa,Marine,81184.41,142174.36,0.571,AgriProtect,Operational,Machinery Breakdown,Closed,2019-10-16,,142174.36,81184.41,0.571,,1.0,Asia
CLM-411396,2018-12-12,North America,Aviation,51212.79,70065.49,0.7309,AgriProtect,Weather,Liability Claim,Closed,2019-06-29,,70065.49,51212.79,0.7309,,1.0,North America
CLM-404849,2018-12-12,Asia Pacific,Agriculture,11613.57,15381.87,0.755,Nile Star Assurance (Africa),Market,Liability Claim,Closed,2019-06-26,,15381.87,11613.57,0.755,,1.0,Asia
CLM-406470,2018-12-13,Caribbean,Credit & Surety,9244.07,10089.79,0.9162,Zenith Cover,Credit,Collision,Closed,2019-08-07,,10089.79,9244.07,0.9162,,1.0,North America
CLM-400831,2018-12-14,Caribbean,Motor,87457.99,127677.4,0.685,Atlas Underwriters (Europe),Cyber,Theft,Closed,2019-04-18,,127677.4,87457.99,0.685,,1.0,North America
CLM-403101,2018-12-14,Asia Pacific,Aviation,6798.92,9922.76,0.6852,Andes Mutual (S. America),Market,Collision,Closed,2019-06-02,,9922.76,6798.92,0.6852,,1.0,Asia
CLM-400670,2018-12-14,Europe,Motor,122741.77,142497.62,0.8614,Pacifica Cover (Oceania),Credit,Marine Peril,Closed,2019-01-22,,142497.62,122741.77,0.8614,,1.0,Europe
CLM-411773,2018-12-18,North America,Motor,17223.74,32000.09,0.5382,Orient Shield Insurance (Asia),Nat Cat,Drought,Closed,2019-02-05,,32000.09,17223.74,0.5382,,1.0,North America
CLM-405181,2018-12-18,Asia Pacific,Engineering,40728.35,43012.18,0.9469,Baobab Insurance,Weather,Collision,Closed,2019-01-09,,43012.18,40728.35,0.9469,,1.0,Asia
CLM-401751,2018-12-19,Africa,Energy,26493.06,40905.6,0.6477,Metro Insurers,Weather,Fire,Closed,2019-03-08,,40905.6,26493.06,0.6477,,1.0,Africa
CLM-412390,2018-12-19,Nordics,Property,92271.73,204005.86,0.4523,Acentria Group,Credit,Marine Peril,Closed,2019-02-15,,204005.86,92271.73,0.4523,,1.0,Europe
CLM-403477,2018-12-19,Australia & Pacific,Energy,44176.44,70195.02,0.6293,Nile Star Assurance (Africa),Nat Cat,Machinery Breakdown,Closed,2019-01-29,,70195.02,44176.44,0.6293,,1.0,Oceania
CLM-404670,2018-12-19,Caribbean,Credit & Surety,97060.29,119262.65,0.8138,Orient Shield Insurance (Asia),Credit,Theft,Closed,2019-02-20,,119262.65,97060.29,0.8138,,1.0,North America
CLM-408680,2018-12-19,Europe,Engineering,89626.28,152196.1,0.5889,Atlas Underwriters (Europe),Operational,Earthquake,Under Review,,,152196.1,89626.28,0.5889,,1.0,Europe
CLM-402228,2018-12-19,Latin America,Life,58941.04,77265.76,0.7628,Andes Mutual (S. America),Weather,Windstorm,Closed,2019-01-15,,77265.76,58941.04,0.7628,,1.0,South America
CLM-401138,2018-12-20,Australia & Pacific,Liability,77572.92,203383.45,0.3814,Atlas Underwriters (Europe),Credit,Theft,Closed,2019-03-27,,203383.45,77572.92,0.3814,,1.0,Oceania
CLM-405730,2018-12-20,Middle East & Africa,Energy,29882.67,43201.18,0.6917,AgriProtect,Nat Cat,Windstorm,Closed,2019-01-17,,43201.18,29882.67,0.6917,,1.0,Asia
CLM-400231,2018-12-21,Asia Pacific,Energy,27202.9,64406.02,0.4224,Orient Shield Insurance (Asia),Nat Cat,Windstorm,Closed,2019-05-26,,64406.02,27202.9,0.4224,,1.0,Asia
CLM-403805,2018-12-21,Africa,Health,8504.78,9889.99,0.8599,AgriProtect,Political,Flood,Closed,2018-12-28,,9889.99,8504.78,0.8599,,1.0,Africa
CLM-401262,2018-12-22,Kenya,Motor,13088.74,15791.46,0.8288,Baobab Insurance,Operational,Drought,Closed,2019-01-06,,15791.46,13088.74,0.8288,,1.0,Africa
CLM-406719,2018-12-22,Nordics,Liability,18304.26,23996.89,0.7628,Baobab Insurance,Weather,Liability Claim,Closed,2019-08-02,,23996.89,18304.26,0.7628,,1.0,Europe
CLM-404894,2018-12-23,Nordics,Engineering,5277.42,5950.89,0.8868,Nile Star Assurance (Africa),Weather,Collision,Closed,2019-01-17,,5950.89,5277.42,0.8868,,1.0,Europe
CLM-401912,2018-12-24,Latin America,Liability,47378.47,106655.34,0.4442,Pinnacle Assurance,Political,Earthquake,Closed,2019-05-21,,106655.34,47378.47,0.4442,,1.0,South America
CLM-407459,2018-12-24,Africa,Liability,30517.9,46299.24,0.6591,Acentria Group,Credit,Fire,Closed,2019-03-17,,46299.24,30517.9,0.6591,,1.0,Africa
CLM-412083,2018-12-26,Kenya,Health,23096.9,37848.17,0.6103,Pacifica Cover (Oceania),Market,Drought,Closed,2019-02-10,,37848.17,23096.9,0.6103,,1.0,Africa
CLM-406111,2018-12-28,Europe,Health,10798.89,11843.85,0.9118,Horizon Underwriters,Credit,Fire,Closed,2019-02-04,,11843.85,10798.89,0.9118,,1.0,Europe
CLM-404957,2018-12-29,Kenya,Aviation,19823.48,28342.21,0.6994,Andes Mutual (S. America),Nat Cat,Machinery Breakdown,Reopened,2019-08-03,,28342.21,19823.48,0.6994,,1.0,Africa
CLM-405404,2018-12-29,Latin America,Motor,13628.03,22164.25,0.6149,Orient Shield Insurance (Asia),Political,Earthquake,Closed,2019-02-07,,22164.25,13628.03,0.6149,,1.0,South America
CLM-406682,2018-12-29,Africa,Marine,25620.8,38428.94,0.6667,Meridian Insurance (N. America),Political,Drought,Closed,2019-05-10,,38428.94,25620.8,0.6667,,1.0,Africa
CLM-400290,2018-12-30,Australia & Pacific,Aviation,47391.21,72802.55,0.651,Andes Mutual (S. America),Operational,Windstorm,Closed,2019-08-13,,72802.55,47391.21,0.651,,1.0,Oceania
CLM-405273,2018-12-30,Latin America,Engineering,114746.24,144174.21,0.7959,Zenith Cover,Nat Cat,Windstorm,Closed,2019-01-03,,144174.21,114746.24,0.7959,,1.0,South America
CLM-407005,2018-12-31,Australia & Pacific,Marine,8040.88,8696.46,0.9246,Atlas Underwriters (Europe),Political,Theft,Closed,2019-03-22,,8696.46,8040.88,0.9246,,1.0,Oceania
CLM-406223,2018-12-31,Latin America,Motor,5884.44,8972.3,0.6558,Coastal Mutual,Operational,Windstorm,Closed,2019-01-24,,8972.3,5884.44,0.6558,,1.0,South America
CLM-404775,2019-01-01,Australia & Pacific,Energy,17157.81,24626.98,0.6967,Andes Mutual (S. America),Market,Machinery Breakdown,Closed,2019-01-21,,24626.98,17157.81,0.6967,,1.0,Oceania
CLM-401345,2019-01-01,Middle East & Africa,Agriculture,13467.47,23291.42,0.5782,Orient Shield Insurance (Asia),Operational,Hail,Closed,2019-01-18,,23291.42,13467.47,0.5782,,1.0,Asia
CLM-410791,2019-01-02,Kenya,Engineering,18094.78,21862.61,0.8277,Meridian Insurance (N. America),Weather,Windstorm,Closed,2019-02-06,,21862.61,18094.78,0.8277,,1.0,Africa
CLM-403204,2019-01-03,Europe,Cyber,11139.59,21243.76,0.5244,Atlas Underwriters (Europe),Operational,Theft,Open,,,21243.76,11139.59,0.5244,,1.0,Europe
CLM-408387,2019-01-03,Latin America,Life,13751.11,18607.5,0.739,Pinnacle Assurance,Market,Drought,Reopened,2019-01-10,,18607.5,13751.11,0.739,,1.0,South America
CLM-410296,2019-01-03,Australia & Pacific,Marine,84530.32,148302.64,0.57,AgriProtect,Nat Cat,Flood,Closed,2019-07-25,,148302.64,84530.32,0.57,,1.0,Oceania
CLM-407109,2019-01-03,Caribbean,Motor,56080.74,72741.53,0.771,Meridian Insurance (N. America),Operational,Hail,Closed,2019-02-10,,72741.53,56080.74,0.771,,1.0,North America
