policy_id,period,region,country,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,ceded_premium,commission,retention,treaty_type,currency,underwriter,claim_status,cause_of_loss,settlement_date,reserve,broker,gwp_usd,nep_usd,claims_paid_usd,continent
POL-2010-010894-86CD,2010-10-15,Europe,Poland,Health,129176.75,31057.52,21901.76,0.7052,0.9287,National Re  Poland,Specialty,7438836.51,0.017365,79769.48,19611.46,2296301.34,Stop Loss,BRL,Tommy Walter,Pending,Natural Catastrophe,,10619.26,Howden,129176.75,31057.52,21901.76,Europe
POL-2013-010895-1642,2013-03-04,Africa & Middle East,Saudi Arabia,Political Risk,132288.18,49478.4,77270.42,1.5617,1.8833,Royal Ltd  Saudi Arabia,Specialty,2081295.63,0.06356,59507.68,13141.64,7611.46,Facultative,ZAR,Stephanie Ross,Denied,Cyber Attack,,0.0,CRC Group,132288.18,49478.4,77270.42,Other
POL-2022-010896-89F4,2022-04-10,Asia Pacific,Singapore,Aviation,64225.09,15897.58,0.0,,,Summit Corp  Singapore,Medium,1567568.57,0.040971,37876.68,6710.01,3958778.22,Surplus,INR,Nathan Maldonado,,,,0.0,Hub International,64225.09,15897.58,0.0,Asia
POL-2013-010897-1E16,2013-01-25,Europe,Austria,Property,136774.62,115373.54,0.0,,,United Holdings  Austria,Catastrophic,3477687.84,0.039329,18690.96,3730.31,15765.4,Quota Share,EUR,Anthony Humphrey,,,,0.0,Amwins,136774.62,115373.54,0.0,Europe
POL-2021-010898-4704,2021-05-14,Latin America,Brazil,Credit,17705.81,10218.15,0.0,,,National Assurance  Brazil,Low,247156.33,0.071638,3544.51,496.57,1912.85,Excess of Loss,SGD,Derek Zuniga,,,,0.0,Local Broker Partners,17705.81,10218.15,0.0,South America
POL-2009-010899-5979,2009-01-02,Africa & Middle East,Kenya,Agriculture,80747.44,34561.14,10700.13,0.3096,0.566,Continental Holdings of Kenya,Medium,7543346.87,0.010704,35994.77,2751.46,1209707.92,Aggregate XL,INR,Connor West,Pending,Theft,,15381.32,Independent Agents,80747.44,34561.14,10700.13,Other
POL-2014-010900-C147,2014-10-16,Africa & Middle East,Turkey,Engineering,34793.67,11953.38,0.0,,,Summit Re of Turkey,Specialty,1957005.25,0.017779,19636.03,4536.38,14891.3,Excess of Loss,ZAR,William Baker,,,,0.0,CRC Group,34793.67,11953.38,0.0,Other
POL-2010-010901-6124,2010-08-20,Asia Pacific,Hong Kong,Credit,77219.19,67223.57,0.0,,,Apex Re of Hong Kong,Catastrophic,20592633.73,0.00375,9614.52,1414.88,36064.92,Aggregate XL,CNY,Timothy Duncan,,,,0.0,Howden,77219.19,67223.57,0.0,Asia
POL-2011-010902-5827,2011-03-02,Europe,Greece,Engineering,28311.52,21670.97,0.0,,,Royal Ltd  Greece,Specialty,1028700.39,0.027522,4330.33,805.97,6794.05,Quota Share,USD,Michele Williams,,,,0.0,Brown & Brown,28311.52,21670.97,0.0,Europe
POL-2017-010903-4EFE,2017-07-20,Europe,Denmark,Workers Compensation,398467.45,231015.47,0.0,,,Pacific Underwriters of Denmark,Catastrophic,5822585.73,0.068435,71707.73,7536.43,44636.39,Stop Loss,CNY,Tommy Walter,,,,0.0,Lockton,398467.45,231015.47,0.0,Europe
POL-2019-010904-1A27,2019-04-18,North America,Canada,Casualty,210585.77,114461.3,0.0,,,Cardenas-Lopez,Specialty,2957171.99,0.071212,38807.4,2369.08,16550.98,Stop Loss,EUR,Gerald Hensley,,,,0.0,Independent Agents,210585.77,114461.3,0.0,North America
POL-2020-010905-18CC,2020-12-10,Asia Pacific,Australia,Terrorism,21612.73,13483.26,8296.25,0.6153,0.9631,Summit Assurance  Australia,Low,1196715.48,0.01806,6207.61,1118.48,3328.64,Aggregate XL,GBP,Anthony Rodriguez,Pending,Accident,,3611.36,Aon,21612.73,13483.26,8296.25,Asia
POL-2010-010906-FA29,2010-12-31,Europe,Norway,Aviation,200182.2,119916.71,46935.4,0.3914,0.5754,Global Holdings  Norway,Low,38561353.22,0.005191,27548.58,2234.75,4925751.9,Quota Share,SGD,Allison Hill,Open,Flood,,15271.36,Lockton,200182.2,119916.71,46935.4,Europe
POL-2019-010907-14D6,2019-07-21,Europe,Netherlands,Catastrophe,1108928.15,441335.92,0.0,,,Peterson PLC,Medium,17840196.07,0.062159,473624.64,112200.44,94703.5,Aggregate XL,EUR,Michele Williams,,,,0.0,Lockton,1108928.15,441335.92,0.0,Europe
POL-2022-010908-6412,2022-05-28,Asia Pacific,Singapore,Marine,67949.32,22265.92,15713.06,0.7057,0.9504,Royal Corp of Singapore,Specialty,65485830.77,0.001038,41726.11,3588.28,122702.69,Excess of Loss,BRL,Elizabeth Fowler,In Litigation,Natural Catastrophe,,6358.64,Aon,67949.32,22265.92,15713.06,Asia
POL-2024-010909-9DEA,2024-02-21,Latin America,Peru,Energy,279302.76,174871.75,137641.55,0.7871,0.9978,Pacific Group  Peru,Medium,7841222.67,0.03562,48771.47,8817.1,61671.08,Stop Loss,CNY,Angela Lopez,Settled,Storm,2024-08-10,0.0,Independent Agents,279302.76,174871.75,137641.55,South America
POL-2013-010910-5A7D,2013-12-30,Europe,Netherlands,Health,222616.64,103052.7,72415.13,0.7027,0.9772,United Corp of Netherlands,Catastrophic,13197541.0,0.016868,79064.9,17946.85,3469604.48,Excess of Loss,USD,Lisa Jackson,Denied,Theft,,0.0,Hub International,222616.64,103052.7,72415.13,Europe
POL-2025-010911-DB95,2025-08-16,Asia Pacific,Australia,Liability,276083.59,182396.62,144056.85,0.7898,1.0111,"Palmer, Edwards and Blackburn",High,33636856.06,0.008208,47861.16,7825.42,2286745.77,Quota Share,ZAR,Tricia Valencia,Closed,Mortality,2025-12-31,0.0,Marsh,276083.59,182396.62,144056.85,Asia
POL-2012-010912-F880,2012-07-14,Africa & Middle East,United Arab Emirates,Liability,18909.39,6376.47,0.0,,,"Gibson, Moore and Wagner",Low,1862937.62,0.01015,10451.48,2564.71,3676.3,Facultative,INR,Jordan Henderson,,,,0.0,Brown & Brown,18909.39,6376.47,0.0,Other
POL-2008-010913-0778,2008-10-29,Asia Pacific,Indonesia,Political Risk,155304.84,124396.83,91705.34,0.7372,1.0426,Premier Holdings  Indonesia,High,5001767.0,0.03105,15217.66,1712.64,2686710.87,Surplus,CNY,Michael Lewis,Closed,Natural Catastrophe,2010-04-19,0.0,Amwins,155304.84,124396.83,91705.34,Asia
POL-2008-010914-F4A3,2008-05-21,North America,United States,Agriculture,81021.06,70914.36,0.0,,,National Assurance of United States,Catastrophic,5043887.61,0.016063,4248.46,1054.83,31797.84,Surplus,USD,Sherry Decker,,,,0.0,Marsh,81021.06,70914.36,0.0,North America
POL-2006-010915-8E66,2006-08-02,Africa & Middle East,South Africa,Liability,125709.52,95402.4,50057.64,0.5247,0.8546,Royal Underwriters  South Africa,Specialty,1826209.2,0.068836,10024.56,839.89,14730.48,Stop Loss,GBP,Jessica Holmes,In Litigation,Business Interruption,,65229.87,Independent Agents,125709.52,95402.4,50057.64,Other
POL-2021-010916-27F0,2021-09-21,Europe,Netherlands,Credit,325671.64,182869.65,452364.65,2.4737,2.6896,Global Corp  Netherlands,Medium,16964844.71,0.019197,128969.08,7380.46,4260238.42,Aggregate XL,USD,Debra Davidson,Open,Mortality,,398946.28,Local Broker Partners,325671.64,182869.65,452364.65,Europe
POL-2007-010917-C202,2007-06-05,Europe,Ireland,Health,78766.88,58812.89,65276.43,1.1099,1.3172,Robinson LLC,Medium,1296687.05,0.060745,942.72,197.63,1588248.83,Facultative,USD,Brent Jordan,Closed,Accident,2007-10-23,0.0,CRC Group,78766.88,58812.89,65276.43,Europe
POL-2016-010918-1535,2016-02-26,Europe,Austria,Workers Compensation,66329.01,41049.77,0.0,,,Continental Mutual of Austria,Catastrophic,3059743.35,0.021678,25142.92,5047.79,11476.38,Quota Share,USD,Noah Rhodes,,,,0.0,Gallagher,66329.01,41049.77,0.0,Europe
POL-2023-010919-7E37,2023-04-04,Africa & Middle East,Nigeria,Energy,191669.4,115489.28,0.0,,,United PLC  Nigeria,Specialty,2815878.59,0.068067,40020.79,5745.99,20481.53,Quota Share,USD,Philip Cannon,,,,0.0,Lockton,191669.4,115489.28,0.0,Other
POL-2017-010920-075C,2017-01-15,Asia Pacific,Hong Kong,Credit,1384843.14,804698.5,0.0,,,Hester-Parrish,Medium,19901246.81,0.069586,227605.83,23719.56,1968829.7,Surplus,SGD,Carol Tucker,,,,0.0,Gallagher,1384843.14,804698.5,0.0,Asia
POL-2015-010921-CDB9,2015-11-05,Latin America,Argentina,Terrorism,13621.9,5929.43,4165.42,0.7025,1.0313,"Harris, Ross and Jones",Medium,171728.68,0.079322,4611.0,764.68,1090901.11,Facultative,CHF,Amy Silva,Open,Fire,,4528.05,Lockton,13621.9,5929.43,4165.42,South America
POL-2008-010922-CCC4,2008-02-14,Europe,Greece,Directors & Officers,2844684.68,2595951.92,0.0,,,Summit Group of Greece,Low,59358514.58,0.047924,156260.53,23013.69,235726.12,Aggregate XL,EUR,Donald Wright,,,,0.0,Marsh,2844684.68,2595951.92,0.0,Europe
POL-2017-010923-147D,2017-01-19,Europe,Norway,Cyber,470730.21,428981.3,276392.65,0.6443,0.8857,United Re  Norway,Specialty,25220874.13,0.018664,36247.46,4087.78,150664.15,Surplus,CAD,Eric Carney,Denied,Accident,,0.0,Lockton,470730.21,428981.3,276392.65,Europe
POL-2006-010924-AD68,2006-07-08,Asia Pacific,South Korea,Health,143870.39,126999.72,0.0,,,Martin-Parker,Catastrophic,2216447.92,0.06491,10637.31,1887.48,4097409.89,Facultative,CHF,Sherri Baker,,,,0.0,Lockton,143870.39,126999.72,0.0,Asia
POL-2006-010925-A5BD,2006-02-05,Africa & Middle East,United Arab Emirates,Property,17516.92,5456.48,0.0,,,"Wong, Thomas and Walter",Catastrophic,792626.4,0.0221,10138.71,993.94,2784.81,Surplus,AUD,Patty Perez,,,,0.0,Willis Towers Watson,17516.92,5456.48,0.0,Other
POL-2020-010926-9FC4,2020-09-26,Asia Pacific,Indonesia,Surety,81626.46,29356.17,0.0,,,Pacific Group of Indonesia,Catastrophic,5183398.5,0.015748,37629.83,3145.05,41402.18,Aggregate XL,JPY,Judy Baker,,,,0.0,CRC Group,81626.46,29356.17,0.0,Asia
POL-2017-010927-FE86,2017-04-11,Europe,Belgium,Cyber,275652.31,152545.15,92198.29,0.6044,0.8583,National Mutual  Belgium,Specialty,5080603.53,0.054256,68180.77,4016.51,38689.26,Aggregate XL,EUR,Paula Moreno,Closed,Crop Failure,2018-01-29,0.0,Independent Agents,275652.31,152545.15,92198.29,Europe
POL-2021-010928-0233,2021-08-01,Europe,United Kingdom,Political Risk,57057.36,16512.2,4471.5,0.2708,0.4884,Pacific Corp  United Kingdom,Catastrophic,2204643.42,0.025881,36588.08,2749.19,3252442.06,Aggregate XL,USD,Carol Tucker,Denied,Natural Catastrophe,,0.0,Hub International,57057.36,16512.2,4471.5,Europe
POL-2023-010929-1B18,2023-06-12,Europe,Spain,Agriculture,179781.63,133239.07,0.0,,,Atlantic Insurance of Spain,Low,6872691.3,0.026159,24183.41,1877.33,20226.28,Facultative,USD,Mark Perez,,,,0.0,Amwins,179781.63,133239.07,0.0,Europe
POL-2010-010930-17F7,2010-03-09,Asia Pacific,Malaysia,Aviation,579578.75,272062.63,0.0,,,Global Assurance  Malaysia,Catastrophic,25804236.77,0.022461,216213.18,20013.19,167112.65,Surplus,CHF,Gabrielle Davis,,,,0.0,Gallagher,579578.75,272062.63,0.0,Asia
POL-2013-010931-C9C9,2013-03-22,Asia Pacific,Singapore,Catastrophe,6256798.96,3646520.63,0.0,,,"Rodriguez, Smith and Murray",Specialty,100393244.43,0.062323,243171.64,25733.28,157360.03,Facultative,EUR,Sarah Moore,,,,0.0,Hub International,6256798.96,3646520.63,0.0,Asia
POL-2025-010932-8124,2025-02-09,Europe,Belgium,Cyber,130786.86,53009.0,0.0,,,United Insurance  Belgium,Low,3817308.77,0.034262,62539.34,3985.04,24154.33,Quota Share,EUR,Stephanie Ross,,,,0.0,CRC Group,130786.86,53009.0,0.0,Europe
POL-2018-010933-AD29,2018-11-28,Africa & Middle East,Kenya,Directors & Officers,138387.39,53359.91,0.0,,,Pacific PLC of Kenya,Catastrophic,4894104.59,0.028276,68250.45,14588.02,1865006.2,Facultative,GBP,William Baker,,,,0.0,Marsh,138387.39,53359.91,0.0,Other
POL-2010-010934-0027,2010-11-08,Latin America,Chile,Catastrophe,185102.7,110546.52,91333.53,0.8262,1.0785,Johnson-Stanley,Low,2838377.2,0.065214,20665.3,2976.67,4596.64,Facultative,JPY,Amber Kidd,Pending,Mortality,,116669.61,Marsh,185102.7,110546.52,91333.53,South America
POL-2009-010935-D467,2009-09-23,Latin America,Peru,Workers Compensation,31680.48,22677.85,7694.59,0.3393,0.5586,Bell-Wilson,Catastrophic,1262038.2,0.025103,5052.68,603.48,1519.82,Quota Share,EUR,Tracy House,Denied,Storm,,0.0,Marsh,31680.48,22677.85,7694.59,South America
POL-2021-010936-1F16,2021-05-16,Europe,Sweden,Terrorism,827851.32,677551.79,448471.53,0.6619,0.9551,Atlantic PLC of Sweden,High,19100208.85,0.043343,123963.75,15241.04,37141.08,Facultative,SGD,Shannon Jones,In Litigation,Theft,,505186.93,CRC Group,827851.32,677551.79,448471.53,Europe
POL-2012-010937-BCD5,2012-08-01,Europe,Poland,Agriculture,194870.75,61254.94,0.0,,,Premier Underwriters of Poland,Low,3047316.85,0.063948,94120.23,20651.98,26173.64,Stop Loss,JPY,Jessica Holmes,,,,0.0,Amwins,194870.75,61254.94,0.0,Europe
POL-2009-010938-793E,2009-08-10,Europe,Italy,Credit,16434.92,11470.95,9921.22,0.8649,1.1297,United Insurance of Italy,Catastrophic,784885.52,0.020939,4384.47,800.94,3113.39,Stop Loss,USD,Connor West,Open,Earthquake,,3538.42,Howden,16434.92,11470.95,9921.22,Europe
POL-2007-010939-52D8,2007-10-20,Asia Pacific,Japan,Aviation,732333.28,383362.49,384972.61,1.0042,1.3182,National Ltd  Japan,Medium,33873085.23,0.02162,317820.42,21810.01,25169.0,Facultative,JPY,Whitney Peters,Open,Machinery Breakdown,,560555.91,Hub International,732333.28,383362.49,384972.61,Asia
POL-2017-010940-E5E8,2017-08-16,Europe,United Kingdom,Directors & Officers,48166.21,39487.85,0.0,,,Royal Group  United Kingdom,Low,779163.63,0.061818,1339.17,186.78,3462965.06,Excess of Loss,GBP,Lisa Barnes,,,,0.0,Independent Agents,48166.21,39487.85,0.0,Europe
POL-2011-010941-0840,2011-06-25,Asia Pacific,Hong Kong,Liability,63927.63,45875.15,0.0,,,National Ltd of Hong Kong,High,4813739.02,0.01328,8741.8,1673.92,4075499.2,Facultative,AUD,Megan Young,,,,0.0,Local Broker Partners,63927.63,45875.15,0.0,Asia
POL-2023-010942-17A4,2023-12-17,Asia Pacific,Indonesia,Credit,182905.98,103441.75,98538.61,0.9526,1.1858,"Miller, Reynolds and Hernandez",Specialty,8902204.71,0.020546,41584.71,6225.87,4974664.66,Facultative,CAD,Tracy House,Settled,Accident,2025-07-06,0.0,CRC Group,182905.98,103441.75,98538.61,Asia
POL-2013-010943-86C2,2013-11-03,Europe,Norway,Directors & Officers,240682.44,160610.28,0.0,,,"Jordan, Cook and Alexander",Medium,25287560.79,0.009518,39207.88,6508.31,824831.6,Excess of Loss,JPY,Anthony Rodriguez,,,,0.0,Independent Agents,240682.44,160610.28,0.0,Europe
POL-2020-010944-7160,2020-09-04,Africa & Middle East,United Arab Emirates,Directors & Officers,303983.54,75953.59,58446.29,0.7695,1.0355,Davis-Wong,Specialty,7630468.75,0.039838,210392.07,41512.21,22541.09,Excess of Loss,BRL,Margaret Hawkins DDS,Denied,Liability Claim,,0.0,Hub International,303983.54,75953.59,58446.29,Other
POL-2020-010945-99E2,2020-03-18,Europe,Italy,Aviation,2369665.15,778070.87,715513.97,0.9196,1.1437,"Reilly, Lee and Lopez",Low,202142309.83,0.011723,1393687.13,130280.84,333039.81,Quota Share,USD,Eric Carney,Open,Fire,,339752.06,Independent Agents,2369665.15,778070.87,715513.97,Europe
POL-2012-010946-A199,2012-04-22,Europe,Russia,Engineering,95727.45,75858.76,66634.33,0.8784,1.2173,National Assurance of Russia,Specialty,1551365.9,0.061705,12279.17,2596.39,289091.89,Aggregate XL,AUD,Gina Moore,Settled,Mortality,2013-02-21,0.0,Howden,95727.45,75858.76,66634.33,Europe
POL-2019-010947-5CC7,2019-03-31,Latin America,Peru,Terrorism,311698.76,270966.21,301504.1,1.1127,1.3814,Wheeler PLC,Specialty,12273615.61,0.025396,6171.71,844.89,1386820.73,Excess of Loss,ZAR,Debra Davidson,Denied,Cyber Attack,,0.0,Brown & Brown,311698.76,270966.21,301504.1,South America
POL-2017-010948-FADA,2017-12-28,Latin America,Argentina,Professional Indemnity,26806.74,13491.81,13638.87,1.0109,1.2204,"Snyder, Hamilton and Maldonado",Medium,4824022.2,0.005557,6437.86,529.81,3314003.97,Aggregate XL,INR,Brittney Phillips,Open,Storm,,19686.54,Amwins,26806.74,13491.81,13638.87,South America
POL-2013-010949-41D2,2013-03-27,North America,Mexico,Property,5351699.07,1402176.53,0.0,,,United PLC  Mexico,Medium,555385817.77,0.009636,3403270.95,579552.89,1897777.55,Aggregate XL,CHF,Donald Wright,,,,0.0,Brown & Brown,5351699.07,1402176.53,0.0,North America
POL-2022-010950-C296,2022-07-28,Asia Pacific,Australia,Liability,65406.23,62379.22,17197.95,0.2757,0.5021,National PLC  Australia,Specialty,2364584.37,0.027661,1894.75,365.58,17703.81,Aggregate XL,USD,Lisa Hensley,Closed,Crop Failure,2024-03-28,0.0,Howden,65406.23,62379.22,17197.95,Asia
POL-2008-010951-F410,2008-05-11,Africa & Middle East,Kenya,Liability,118720.26,70016.79,31962.66,0.4565,0.6506,Continental Group  Kenya,Medium,1507766.35,0.078739,19133.71,2116.74,4593.15,Excess of Loss,BRL,Timothy Duncan,Pending,Crop Failure,,44901.45,Amwins,118720.26,70016.79,31962.66,Other
POL-2024-010952-270F,2024-05-04,Europe,Netherlands,Political Risk,565657.38,299210.27,0.0,,,"Wright, Rodriguez and Wilson",Catastrophic,15052379.24,0.037579,153438.36,30647.24,4429681.1,Facultative,EUR,Mark Perez,,,,0.0,Gallagher,565657.38,299210.27,0.0,Europe
POL-2009-010953-E51F,2009-03-05,Europe,Russia,Cyber,2269666.31,1385648.11,0.0,,,Global Insurance  Russia,Low,36431031.61,0.0623,21808.99,4911.23,207898.63,Quota Share,BRL,Connor West,,,,0.0,Brown & Brown,2269666.31,1385648.11,0.0,Europe
POL-2024-010954-C893,2024-07-09,Latin America,Brazil,Professional Indemnity,29470.44,15187.18,0.0,,,Global Assurance of Brazil,Medium,723308.07,0.040744,10669.62,1147.82,6402.81,Facultative,ZAR,Michele Williams,,,,0.0,Amwins,29470.44,15187.18,0.0,South America
POL-2016-010955-0466,2016-05-29,North America,Canada,Surety,270042.39,179306.56,0.0,,,Johnston and Sons,Specialty,9851439.2,0.027411,49550.57,10303.22,1165439.55,Excess of Loss,JPY,Brittney Phillips,,,,0.0,Local Broker Partners,270042.39,179306.56,0.0,North America
POL-2009-010956-D414,2009-02-07,Europe,Spain,Health,11218.89,4686.14,0.0,,,Atlantic PLC  Spain,Catastrophic,205816.45,0.054509,4117.55,982.75,1323.16,Excess of Loss,USD,Gerald Hensley,,,,0.0,Hub International,11218.89,4686.14,0.0,Europe
POL-2020-010957-14AC,2020-06-05,Asia Pacific,Singapore,Cyber,470529.63,366340.34,387404.91,1.0575,1.2422,Patel LLC,Medium,13767538.78,0.034177,70860.09,14363.56,3568799.85,Surplus,EUR,William Baker,Open,Flood,,366197.86,Marsh,470529.63,366340.34,387404.91,Asia
POL-2008-010958-9C82,2008-05-30,Africa & Middle East,Turkey,Marine,106982.09,85540.86,0.0,,,Apex Underwriters  Turkey,Low,1914211.42,0.055888,18165.08,4069.27,169555.46,Surplus,ZAR,Fred Smith,,,,0.0,Howden,106982.09,85540.86,0.0,Other
POL-2005-010959-75CC,2005-05-31,Asia Pacific,China,Property,159655.45,57463.94,0.0,,,United Assurance  China,Specialty,9874655.93,0.016168,84534.94,19468.93,80782.45,Facultative,ZAR,Donald Wright,,,,0.0,Aon,159655.45,57463.94,0.0,Asia
POL-2005-010960-B443,2005-10-25,Latin America,Colombia,Marine,3377.17,1149.41,514.02,0.4472,0.7166,Apex Mutual  Colombia,Medium,43963.6,0.076817,2177.47,293.29,137.73,Facultative,CHF,Monica Herrera,Pending,Earthquake,,392.58,Howden,3377.17,1149.41,514.02,South America
POL-2021-010961-AABA,2021-08-30,Africa & Middle East,South Africa,Marine,19615.38,11948.22,8203.65,0.6866,0.9239,Summit PLC of South Africa,Medium,1619308.72,0.012113,2205.47,478.28,4887311.43,Excess of Loss,CNY,William Baker,Denied,Political Violence,,0.0,Willis Towers Watson,19615.38,11948.22,8203.65,Other
POL-2022-010962-BF4E,2022-08-05,Africa & Middle East,Turkey,Terrorism,34858.92,18464.32,0.0,,,Premier Assurance  Turkey,Low,560483.91,0.062194,15581.34,1262.66,2217.29,Stop Loss,CNY,Sherry Decker,,,,0.0,Marsh,34858.92,18464.32,0.0,Other
POL-2010-010963-B4D1,2010-11-06,North America,United States,Engineering,314335.29,193249.69,175161.52,0.9064,1.2502,National Underwriters of United States,Medium,5643765.16,0.055696,23552.21,5818.29,857933.49,Excess of Loss,USD,Crystal Robinson,Pending,Medical Expense,,165579.06,Aon,314335.29,193249.69,175161.52,North America
POL-2006-010964-4FCE,2006-02-04,Europe,Poland,Agriculture,510715.17,233223.64,0.0,,,National Ltd of Poland,Catastrophic,7214644.96,0.070789,211271.95,19845.43,16694.38,Aggregate XL,BRL,Victoria Garcia,,,,0.0,Gallagher,510715.17,233223.64,0.0,Europe
POL-2016-010965-FDAA,2016-03-25,Europe,United Kingdom,Engineering,184215.18,83020.07,0.0,,,Premier Insurance of United Kingdom,High,2678239.65,0.068782,86447.76,20978.54,19894.24,Surplus,GBP,Fred Smith,,,,0.0,Local Broker Partners,184215.18,83020.07,0.0,Europe
POL-2018-010966-5246,2018-05-22,Africa & Middle East,Egypt,Life,214975.14,104453.01,88649.27,0.8487,1.0578,United Re  Egypt,Specialty,5943642.57,0.036169,44082.85,10956.78,38843.61,Facultative,JPY,Anthony Rodriguez,Settled,Mortality,2019-10-13,0.0,Amwins,214975.14,104453.01,88649.27,Other
POL-2024-010967-BE97,2024-10-02,Europe,Switzerland,Cyber,221613.46,128555.55,0.0,,,Andrade Ltd,Low,8903061.57,0.024892,83308.09,11185.16,3003508.89,Aggregate XL,GBP,Connor West,,,,0.0,Aon,221613.46,128555.55,0.0,Europe
POL-2011-010968-E133,2011-03-07,North America,Canada,Directors & Officers,721096.37,328884.39,0.0,,,Apex Ltd of Canada,Medium,9970835.26,0.072321,347124.18,78058.61,70752.61,Excess of Loss,JPY,Justin Baker,,,,0.0,Howden,721096.37,328884.39,0.0,North America
POL-2011-010969-003F,2011-07-02,Asia Pacific,China,Professional Indemnity,250871.14,96024.56,0.0,,,Pacific Corp of China,Catastrophic,3149267.03,0.07966,133023.23,14358.17,1888911.77,Quota Share,EUR,Angelica Tucker,,,,0.0,Amwins,250871.14,96024.56,0.0,Asia
POL-2019-010970-E5DC,2019-05-13,Europe,Portugal,Health,368923.2,130115.35,0.0,,,"Sullivan, Long and Robinson",Specialty,4721862.37,0.078131,222168.75,52694.17,8067.75,Facultative,USD,Jordan Henderson,,,,0.0,Willis Towers Watson,368923.2,130115.35,0.0,Europe
POL-2015-010971-986F,2015-11-21,Europe,Austria,Motor,312733.41,204766.8,56536.11,0.2761,0.5911,Apex Underwriters  Austria,Catastrophic,6267513.71,0.049898,92389.55,4639.8,26439.91,Quota Share,USD,Steve Sanchez,Closed,Cyber Attack,2017-04-25,0.0,Howden,312733.41,204766.8,56536.11,Europe
POL-2019-010972-3A33,2019-05-19,Europe,Ireland,Casualty,3143535.19,2296008.12,0.0,,,Apex Ltd  Ireland,Catastrophic,51260618.16,0.061325,810120.37,81476.94,3987887.49,Surplus,EUR,Shannon Jones,,,,0.0,CRC Group,3143535.19,2296008.12,0.0,Europe
POL-2009-010973-F0F6,2009-02-23,Latin America,Chile,Credit,153887.84,84153.95,92401.04,1.098,1.3317,"Adams, Harris and Floyd",Medium,4253873.85,0.036176,36608.91,2947.33,25632.66,Stop Loss,JPY,Shannon Jones,Denied,Natural Catastrophe,,0.0,Brown & Brown,153887.84,84153.95,92401.04,South America
POL-2010-010974-9E1B,2010-08-02,Europe,Norway,Catastrophe,316863.72,74788.58,0.0,,,Global Holdings of Norway,Catastrophic,80353622.03,0.003943,211956.11,32876.06,155403.16,Aggregate XL,CAD,Philip Cannon,,,,0.0,Amwins,316863.72,74788.58,0.0,Europe
POL-2019-010975-7629,2019-09-16,Europe,Ireland,Cyber,1381862.98,1148619.48,0.0,,,Walsh-Mccarthy,Low,41856034.86,0.033015,224867.16,30282.06,88312.38,Excess of Loss,USD,Anthony Humphrey,,,,0.0,Brown & Brown,1381862.98,1148619.48,0.0,Europe
POL-2012-010976-7C3D,2012-04-14,Europe,Belgium,Professional Indemnity,508339.94,364087.6,0.0,,,Royal Underwriters  Belgium,Low,7871556.31,0.064579,64338.62,13490.19,69443.26,Aggregate XL,USD,Lauren Daniels,,,,0.0,Independent Agents,508339.94,364087.6,0.0,Europe
POL-2010-010977-0C34,2010-05-11,Asia Pacific,Philippines,Engineering,108536.45,95137.21,75072.77,0.7891,1.0071,Pacific Re  Philippines,Specialty,2492007.95,0.043554,10777.65,1210.54,17415.06,Excess of Loss,INR,Tracy House,Denied,Earthquake,,0.0,Lockton,108536.45,95137.21,75072.77,Asia
POL-2010-010978-C1BA,2010-08-09,Europe,Greece,Catastrophe,3446204.16,2379915.9,1229702.55,0.5167,0.8615,Premier Holdings of Greece,Catastrophic,791320219.23,0.004355,972250.76,197320.99,1627112.57,Quota Share,EUR,Angelica Tucker,Closed,Mortality,2011-04-19,0.0,Gallagher,3446204.16,2379915.9,1229702.55,Europe
POL-2023-010979-C7FF,2023-08-14,Europe,Spain,Health,410612.62,129648.87,0.0,,,Royal Re  Spain,High,69577976.75,0.005901,266094.25,53671.79,2378028.0,Excess of Loss,EUR,Connor West,,,,0.0,Willis Towers Watson,410612.62,129648.87,0.0,Europe
POL-2016-010980-8042,2016-08-14,Europe,Portugal,Surety,15118.54,8627.37,0.0,,,Premier Ltd  Portugal,Specialty,194374.33,0.077781,1298.79,272.13,199.38,Aggregate XL,USD,James Ferrell,,,,0.0,Independent Agents,15118.54,8627.37,0.0,Europe
POL-2012-010981-3236,2012-05-15,Europe,Netherlands,Workers Compensation,292080.99,138043.17,0.0,,,Gross-Davis,Low,5829427.24,0.050105,64168.57,14714.9,1702307.77,Stop Loss,EUR,Carla Gray,,,,0.0,Independent Agents,292080.99,138043.17,0.0,Europe
POL-2010-010982-5694,2010-02-14,Europe,Denmark,Property,223940.32,139533.12,50817.96,0.3642,0.6806,Premier Ltd  Denmark,Specialty,6506594.94,0.034417,6328.63,826.77,31790.22,Surplus,INR,Whitney Peters,Open,Mortality,,40171.66,Local Broker Partners,223940.32,139533.12,50817.96,Europe
POL-2017-010983-7A7B,2017-07-09,Europe,Netherlands,Engineering,283692.58,249415.34,0.0,,,"Velez, Howell and Stevenson",Catastrophic,4041478.16,0.070195,34033.45,5722.96,2265208.34,Aggregate XL,USD,Amber Kidd,,,,0.0,Hub International,283692.58,249415.34,0.0,Europe
