policy_id,period,region,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,gwp_usd,nep_usd,claims_paid_usd,continent
POL-104433,2020-03-14,Tanzania,Marine,993521.82,739456.33,679531.86,0.919,1.1877,SunTrust Re,Credit,4784278.63,0.03899,993521.82,739456.33,679531.86,Other
POL-103095,2020-03-14,Kenya,Liability,1535274.2,1376013.06,1259881.17,0.9156,1.074,SunTrust Re,Weather,5982246.78,0.02782,1535274.2,1376013.06,1259881.17,Africa
POL-116147,2020-03-15,Ghana,Aviation,497148.15,466544.48,417459.38,0.8948,1.1886,AgriProtect,Nat Cat,3542620.55,0.03437,497148.15,466544.48,417459.38,Other
POL-110815,2020-03-15,Nigeria,Marine,1360567.6,1005349.09,1110522.07,1.1046,1.3332,Acentria Group,Weather,5469148.95,0.04408,1360567.6,1005349.09,1110522.07,Other
POL-113117,2020-03-15,Tanzania,Cyber,692846.2,633393.0,566098.47,0.8938,1.1379,SunTrust Re,Market,4375307.64,0.02664,692846.2,633393.0,566098.47,Other
POL-114144,2020-03-16,Egypt,Engineering,280926.14,238431.29,217020.14,0.9102,1.0649,Acentria Group,Credit,1418696.01,0.01179,280926.14,238431.29,217020.14,Other
POL-114593,2020-03-17,Zambia,Marine,1764403.77,1439251.65,1466874.32,1.0192,1.3306,SunTrust Re,Market,12200541.95,0.02257,1764403.77,1439251.65,1466874.32,Other
POL-109378,2020-03-17,Uganda,Motor,255609.58,187711.26,182924.9,0.9745,1.1639,SunTrust Re,Credit,1033645.3,0.04159,255609.58,187711.26,182924.9,Other
POL-108166,2020-03-18,Uganda,Property,520496.96,388256.58,416030.31,1.0715,1.3284,Pinnacle Assurance,Credit,3626626.47,0.02302,520496.96,388256.58,416030.31,Other
POL-100311,2020-03-18,Rwanda,Property,524873.97,427727.57,337232.6,0.7884,1.1041,AgriProtect,Nat Cat,1584430.88,0.04249,524873.97,427727.57,337232.6,Other
POL-107517,2020-03-18,Egypt,Motor,133242.92,121068.71,109136.09,0.9014,1.1482,Pinnacle Assurance,Weather,588219.13,0.02377,133242.92,121068.71,109136.09,Other
POL-114073,2020-03-19,Rwanda,Cyber,1889130.29,1531105.12,1639177.99,1.0706,1.3719,Metro Insurers,Credit,11950643.33,0.04211,1889130.29,1531105.12,1639177.99,Other
POL-113282,2020-03-19,Tanzania,Motor,1207499.37,876758.34,782704.02,0.8927,1.1929,Continental Re,Nat Cat,7346200.62,0.04037,1207499.37,876758.34,782704.02,Other
POL-104621,2020-03-19,Uganda,Marine,145929.98,124100.87,125585.59,1.012,1.3232,Zenith Cover,Market,775336.4,0.00812,145929.98,124100.87,125585.59,Other
POL-115015,2020-03-19,Zambia,Aviation,573745.9,428809.07,428243.2,0.9987,1.2089,Continental Re,Operational,2570805.53,0.0206,573745.9,428809.07,428243.2,Other
POL-102809,2020-03-19,Rwanda,Agriculture,1043646.62,874059.79,1017067.48,1.1636,1.3197,SunTrust Re,Market,5069478.15,0.00951,1043646.62,874059.79,1017067.48,Other
POL-111689,2020-03-19,Nigeria,Liability,1436394.4,1173037.73,1242400.78,1.0591,1.2098,Metro Insurers,Operational,6839107.26,0.00884,1436394.4,1173037.73,1242400.78,Other
POL-106670,2020-03-20,Zambia,Aviation,236717.52,206585.12,211312.78,1.0229,1.2797,Coastal Mutual,Market,1460238.2,0.01779,236717.52,206585.12,211312.78,Other
POL-104171,2020-03-21,Ethiopia,Cyber,1798593.62,1345170.98,1347986.52,1.0021,1.2388,Zenith Cover,Operational,13215501.15,0.01697,1798593.62,1345170.98,1347986.52,Other
POL-108174,2020-03-21,Ethiopia,Property,1796145.97,1670794.77,1837635.7,1.0999,1.2902,Zenith Cover,Weather,10233439.77,0.03422,1796145.97,1670794.77,1837635.7,Other
POL-111462,2020-03-21,Nigeria,Motor,2159714.41,1996754.96,2285544.77,1.1446,1.3328,Pinnacle Assurance,Operational,12175351.73,0.00809,2159714.41,1996754.96,2285544.77,Other
POL-101143,2020-03-21,Ghana,Cyber,1626112.18,1358276.56,1153950.88,0.8496,1.1235,SunTrust Re,Operational,12185378.57,0.02889,1626112.18,1358276.56,1153950.88,Other
POL-110038,2020-03-22,South Africa,Cyber,1288967.83,1006007.51,971124.74,0.9653,1.1274,AgriProtect,Weather,4224546.34,0.00889,1288967.83,1006007.51,971124.74,Other
POL-103273,2020-03-22,Nigeria,Liability,684296.0,495620.82,415027.4,0.8374,1.1276,Zenith Cover,Weather,3327239.68,0.02737,684296.0,495620.82,415027.4,Other
POL-111201,2020-03-22,Ghana,Motor,1192832.24,872639.82,968216.12,1.1095,1.2818,AgriProtect,Cyber,3800688.14,0.04169,1192832.24,872639.82,968216.12,Other
POL-117513,2020-03-22,Kenya,Aviation,329788.28,280016.91,318713.94,1.1382,1.3746,Zenith Cover,Credit,2088303.74,0.03526,329788.28,280016.91,318713.94,Africa
POL-104788,2020-03-23,Rwanda,Marine,152429.13,124284.61,125302.94,1.0082,1.2169,SunTrust Re,Credit,1135881.18,0.01308,152429.13,124284.61,125302.94,Other
POL-109792,2020-03-23,Nigeria,Marine,1822276.44,1429883.86,1377700.71,0.9635,1.2173,AgriProtect,Weather,6235396.08,0.0315,1822276.44,1429883.86,1377700.71,Other
POL-112765,2020-03-23,Ghana,Motor,1301723.1,1049057.5,863102.23,0.8227,1.0059,SunTrust Re,Operational,5473434.44,0.04412,1301723.1,1049057.5,863102.23,Other
POL-103379,2020-03-23,Kenya,Marine,1843377.78,1339579.79,1529561.54,1.1418,1.342,Continental Re,Credit,14350054.85,0.00928,1843377.78,1339579.79,1529561.54,Africa
POL-116320,2020-03-23,South Africa,Agriculture,136390.4,113346.07,97991.58,0.8645,1.1182,AgriProtect,Cyber,418847.0,0.02279,136390.4,113346.07,97991.58,Other
POL-109306,2020-03-23,Ghana,Engineering,65249.27,50558.98,58012.13,1.1474,1.4097,AgriProtect,Credit,329731.28,0.01968,65249.27,50558.98,58012.13,Other
POL-100215,2020-03-23,Nigeria,Agriculture,644654.83,537766.95,529813.09,0.9852,1.2988,Zenith Cover,Cyber,4385041.37,0.03818,644654.83,537766.95,529813.09,Other
POL-117418,2020-03-24,Egypt,Marine,1835456.64,1677573.67,1224306.43,0.7298,0.898,SunTrust Re,Operational,8164679.46,0.00976,1835456.64,1677573.67,1224306.43,Other
POL-111404,2020-03-24,Egypt,Agriculture,1818443.18,1669700.58,1811397.18,1.0849,1.2975,AgriProtect,Cyber,10349554.81,0.04113,1818443.18,1669700.58,1811397.18,Other
POL-116612,2020-03-24,Tanzania,Aviation,675491.95,634092.61,536548.19,0.8462,1.0332,Metro Insurers,Nat Cat,2458524.21,0.00842,675491.95,634092.61,536548.19,Other
POL-117854,2020-03-24,Rwanda,Marine,1891318.4,1527085.32,1606521.4,1.052,1.274,Coastal Mutual,Cyber,13693797.81,0.01056,1891318.4,1527085.32,1606521.4,Other
POL-111560,2020-03-25,Rwanda,Engineering,1587243.74,1406673.98,1361824.48,0.9681,1.2232,Coastal Mutual,Credit,9947710.13,0.0361,1587243.74,1406673.98,1361824.48,Other
POL-107331,2020-03-25,Rwanda,Property,1864230.23,1508233.4,1543492.96,1.0234,1.3219,AgriProtect,Operational,11163543.12,0.01705,1864230.23,1508233.4,1543492.96,Other
POL-113005,2020-03-25,Egypt,Liability,1311818.82,1121951.21,869399.29,0.7749,1.0768,Pinnacle Assurance,Nat Cat,8901599.65,0.01517,1311818.82,1121951.21,869399.29,Other
POL-114917,2020-03-25,Zambia,Motor,278219.69,248067.2,266513.82,1.0744,1.301,AgriProtect,Cyber,877101.84,0.01639,278219.69,248067.2,266513.82,Other
POL-109883,2020-03-25,Rwanda,Agriculture,1794822.15,1312279.57,1110989.15,0.8466,1.0166,Coastal Mutual,Weather,6912129.67,0.04119,1794822.15,1312279.57,1110989.15,Other
POL-111957,2020-03-25,Rwanda,Marine,257558.85,226041.48,241774.83,1.0696,1.2493,Pinnacle Assurance,Cyber,1495618.56,0.00894,257558.85,226041.48,241774.83,Other
POL-115872,2020-03-25,Ghana,Liability,1043780.32,852753.89,667706.14,0.783,0.9646,Zenith Cover,Nat Cat,5785787.45,0.01964,1043780.32,852753.89,667706.14,Other
POL-111077,2020-03-25,Zambia,Motor,1013983.37,912863.41,858150.5,0.9401,1.0911,AgriProtect,Cyber,7173955.72,0.03729,1013983.37,912863.41,858150.5,Other
POL-116240,2020-03-26,Zambia,Engineering,814881.18,721272.03,685334.07,0.9502,1.2028,Metro Insurers,Credit,3517434.68,0.01967,814881.18,721272.03,685334.07,Other
POL-115446,2020-03-26,Rwanda,Aviation,2050252.63,1720460.9,1859480.91,1.0808,1.2456,SunTrust Re,Operational,16275981.69,0.03799,2050252.63,1720460.9,1859480.91,Other
POL-115503,2020-03-26,Egypt,Marine,425913.25,326109.65,274049.67,0.8404,1.0698,Continental Re,Operational,1676073.06,0.02927,425913.25,326109.65,274049.67,Other
POL-100669,2020-03-27,Kenya,Aviation,1629354.77,1437278.64,1605035.72,1.1167,1.3021,Metro Insurers,Credit,5135378.7,0.02886,1629354.77,1437278.64,1605035.72,Africa
POL-100578,2020-03-27,Tanzania,Property,1965080.46,1541423.95,1608418.98,1.0435,1.2012,Continental Re,Market,9191565.33,0.02698,1965080.46,1541423.95,1608418.98,Other
POL-111581,2020-03-27,Uganda,Aviation,53374.34,46804.53,43438.46,0.9281,1.1982,Pinnacle Assurance,Market,342585.84,0.03909,53374.34,46804.53,43438.46,Other
POL-113258,2020-03-27,Zambia,Property,1053742.89,824467.29,815481.87,0.9891,1.1826,Pinnacle Assurance,Market,4537710.62,0.02524,1053742.89,824467.29,815481.87,Other
POL-113925,2020-03-28,South Africa,Motor,2030956.28,1549289.76,1800367.43,1.1621,1.4716,SunTrust Re,Nat Cat,9437039.62,0.02813,2030956.28,1549289.76,1800367.43,Other
POL-113973,2020-03-29,Ghana,Cyber,825141.44,622251.4,584830.66,0.9399,1.232,SunTrust Re,Operational,4933348.66,0.01736,825141.44,622251.4,584830.66,Other
POL-101274,2020-03-29,Kenya,Cyber,669383.14,569181.7,486337.19,0.8544,1.042,SunTrust Re,Operational,4479034.77,0.02894,669383.14,569181.7,486337.19,Africa
POL-107872,2020-03-29,Zambia,Engineering,1942637.5,1509116.97,1284191.22,0.851,1.0361,SunTrust Re,Operational,9957739.11,0.02116,1942637.5,1509116.97,1284191.22,Other
POL-113181,2020-03-29,Egypt,Marine,703257.25,536557.01,547117.42,1.0197,1.1938,SunTrust Re,Cyber,3619904.93,0.018,703257.25,536557.01,547117.42,Other
POL-110263,2020-03-29,Tanzania,Cyber,147553.82,118605.15,104811.48,0.8837,1.0712,Zenith Cover,Operational,1142740.55,0.02391,147553.82,118605.15,104811.48,Other
POL-114701,2020-03-30,Kenya,Engineering,1299507.49,974538.31,841358.84,0.8633,1.13,SunTrust Re,Nat Cat,5018799.55,0.00936,1299507.49,974538.31,841358.84,Africa
POL-111488,2020-03-30,Ghana,Motor,1719656.75,1540494.15,1491316.98,0.9681,1.1896,SunTrust Re,Nat Cat,8401050.99,0.04402,1719656.75,1540494.15,1491316.98,Other
POL-113890,2020-03-30,Tanzania,Marine,878141.23,751292.89,725676.62,0.9659,1.1319,Metro Insurers,Weather,3289348.03,0.04389,878141.23,751292.89,725676.62,Other
POL-111223,2020-03-30,Nigeria,Liability,163681.67,150709.23,155523.67,1.0319,1.1834,Continental Re,Credit,562632.22,0.00961,163681.67,150709.23,155523.67,Other
POL-110851,2020-03-30,Nigeria,Motor,2235119.9,1711624.99,1895249.32,1.1073,1.3991,AgriProtect,Weather,13226848.09,0.00801,2235119.9,1711624.99,1895249.32,Other
POL-106326,2020-03-30,Zambia,Marine,1718543.55,1486590.38,1407059.04,0.9465,1.2329,Zenith Cover,Credit,10494702.36,0.02427,1718543.55,1486590.38,1407059.04,Other
POL-108129,2020-03-30,South Africa,Aviation,1966501.42,1727150.42,1625157.17,0.9409,1.0958,AgriProtect,Operational,9890122.61,0.01583,1966501.42,1727150.42,1625157.17,Other
POL-107490,2020-03-31,Nigeria,Agriculture,1023389.17,922423.65,891070.15,0.966,1.1191,AgriProtect,Nat Cat,3302173.89,0.02753,1023389.17,922423.65,891070.15,Other
POL-110519,2020-03-31,South Africa,Agriculture,312273.84,242784.27,220126.68,0.9067,1.1938,Continental Re,Nat Cat,1438874.6,0.03812,312273.84,242784.27,220126.68,Other
POL-110941,2020-03-31,Egypt,Aviation,1382523.42,1299216.73,1227691.35,0.9449,1.1872,Coastal Mutual,Cyber,7512781.5,0.02516,1382523.42,1299216.73,1227691.35,Other
POL-113687,2020-03-31,Rwanda,Motor,2127348.98,1888398.32,1597011.51,0.8457,1.1396,Metro Insurers,Operational,15372285.13,0.03035,2127348.98,1888398.32,1597011.51,Other
POL-116993,2020-03-31,Rwanda,Aviation,211846.65,169855.85,191417.87,1.1269,1.3306,Zenith Cover,Market,1681868.92,0.00964,211846.65,169855.85,191417.87,Other
POL-106455,2020-04-01,Nigeria,Engineering,406576.51,349763.43,357899.74,1.0233,1.1915,Coastal Mutual,Market,1924006.85,0.02993,406576.51,349763.43,357899.74,Other
POL-116627,2020-04-01,Zambia,Liability,472775.12,355062.29,365521.23,1.0295,1.1838,Acentria Group,Weather,3717061.02,0.04341,472775.12,355062.29,365521.23,Other
POL-110239,2020-04-01,Kenya,Motor,1707316.39,1335678.5,1406464.44,1.053,1.3615,Continental Re,Credit,8562929.33,0.04054,1707316.39,1335678.5,1406464.44,Africa
POL-110204,2020-04-01,Zambia,Marine,348954.43,323131.66,315508.96,0.9764,1.2475,Coastal Mutual,Nat Cat,2101057.82,0.01442,348954.43,323131.66,315508.96,Other
POL-112606,2020-04-01,Ghana,Agriculture,1455577.49,1074081.38,1008066.64,0.9385,1.0938,Pinnacle Assurance,Operational,6742281.42,0.03652,1455577.49,1074081.38,1008066.64,Other
POL-115789,2020-04-02,Nigeria,Motor,601663.26,454436.69,418127.29,0.9201,1.1396,SunTrust Re,Cyber,2270897.33,0.02898,601663.26,454436.69,418127.29,Other
POL-105410,2020-04-02,Kenya,Cyber,2271100.61,1716954.88,2096550.57,1.2211,1.3908,Continental Re,Operational,9312736.02,0.03821,2271100.61,1716954.88,2096550.57,Africa
POL-109320,2020-04-02,South Africa,Agriculture,1571209.99,1224406.64,927081.43,0.7572,1.0637,Coastal Mutual,Operational,4758605.94,0.04117,1571209.99,1224406.64,927081.43,Other
POL-113581,2020-04-02,Egypt,Property,1337508.41,1032812.51,968683.14,0.9379,1.1314,SunTrust Re,Operational,7706348.04,0.03095,1337508.41,1032812.51,968683.14,Other
POL-117915,2020-04-03,Rwanda,Agriculture,1991231.38,1549599.73,1723121.95,1.112,1.2623,Zenith Cover,Nat Cat,11902160.5,0.02996,1991231.38,1549599.73,1723121.95,Other
POL-116392,2020-04-03,Ghana,Engineering,421292.62,329980.48,384827.93,1.1662,1.37,Metro Insurers,Credit,2646167.87,0.01527,421292.62,329980.48,384827.93,Other
POL-114906,2020-04-03,Kenya,Engineering,1442245.6,1067865.36,983450.03,0.9209,1.1675,Metro Insurers,Market,11182431.12,0.01448,1442245.6,1067865.36,983450.03,Africa
POL-112231,2020-04-04,Tanzania,Engineering,809717.21,619496.17,673957.32,1.0879,1.3638,AgriProtect,Nat Cat,4856731.05,0.04486,809717.21,619496.17,673957.32,Other
POL-106796,2020-04-04,Egypt,Motor,279567.7,246527.22,251290.81,1.0193,1.2718,Continental Re,Weather,2033770.34,0.04144,279567.7,246527.22,251290.81,Other
POL-116883,2020-04-04,Uganda,Cyber,1262093.7,1177329.14,1034453.51,0.8786,1.1583,Zenith Cover,Weather,4617581.39,0.02305,1262093.7,1177329.14,1034453.51,Other
POL-117438,2020-04-04,Uganda,Liability,1202242.92,880494.26,958539.96,1.0886,1.3751,Metro Insurers,Credit,7698258.86,0.00831,1202242.92,880494.26,958539.96,Other
POL-116905,2020-04-04,Ghana,Cyber,1657114.5,1271597.72,1222073.35,0.9611,1.1961,Coastal Mutual,Market,7184879.84,0.04003,1657114.5,1271597.72,1222073.35,Other
POL-109897,2020-04-05,Tanzania,Agriculture,1437258.13,1271524.54,1580350.63,1.2429,1.4852,AgriProtect,Nat Cat,5532076.99,0.02714,1437258.13,1271524.54,1580350.63,Other
POL-112032,2020-04-05,Egypt,Marine,639134.23,571405.59,573391.78,1.0035,1.2032,Pinnacle Assurance,Nat Cat,2954391.68,0.01551,639134.23,571405.59,573391.78,Other
POL-110723,2020-04-05,Nigeria,Engineering,2046829.93,1520785.71,1054858.38,0.6936,0.961,Continental Re,Market,15801159.82,0.02685,2046829.93,1520785.71,1054858.38,Other
POL-107283,2020-04-05,South Africa,Liability,1045639.74,894314.22,699629.82,0.7823,1.0377,Acentria Group,Credit,4133324.66,0.02362,1045639.74,894314.22,699629.82,Other
POL-105943,2020-04-05,Rwanda,Liability,1381753.22,1167078.57,1113824.98,0.9544,1.1243,Acentria Group,Credit,5293275.66,0.02357,1381753.22,1167078.57,1113824.98,Other
POL-101312,2020-04-05,South Africa,Engineering,1190682.57,1105189.64,1088136.93,0.9846,1.2489,Acentria Group,Operational,5783168.35,0.01157,1190682.57,1105189.64,1088136.93,Other
POL-106855,2020-04-05,Egypt,Liability,2096219.16,1952886.67,1764757.19,0.9037,1.1141,Acentria Group,Market,14380870.27,0.01804,2096219.16,1952886.67,1764757.19,Other
POL-107246,2020-04-06,Egypt,Aviation,393221.17,296150.74,284217.28,0.9597,1.2409,Metro Insurers,Operational,2017083.31,0.01593,393221.17,296150.74,284217.28,Other
POL-109744,2020-04-06,Nigeria,Agriculture,740837.51,583810.3,501601.78,0.8592,1.084,Metro Insurers,Weather,3235700.82,0.01104,740837.51,583810.3,501601.78,Other
POL-113848,2020-04-06,Egypt,Motor,1184571.57,864305.81,667687.09,0.7725,1.0329,Acentria Group,Operational,5214874.34,0.02007,1184571.57,864305.81,667687.09,Other
POL-116885,2020-04-06,Zambia,Property,1233453.47,1145833.41,1034741.88,0.903,1.1735,Pinnacle Assurance,Operational,8701679.87,0.01382,1233453.47,1145833.41,1034741.88,Other
POL-108083,2020-04-07,Zambia,Motor,1980065.97,1719779.79,1638241.7,0.9526,1.1851,Zenith Cover,Operational,7841896.67,0.01522,1980065.97,1719779.79,1638241.7,Other
POL-106361,2020-04-07,Nigeria,Liability,2200255.7,1819162.29,1303709.54,0.7167,0.9577,AgriProtect,Weather,8338382.64,0.02675,2200255.7,1819162.29,1303709.54,Other
POL-100182,2020-04-08,Egypt,Marine,186163.15,150680.97,151792.99,1.0074,1.2227,Metro Insurers,Market,1134693.23,0.0264,186163.15,150680.97,151792.99,Other
POL-106486,2020-04-08,Rwanda,Aviation,1269773.15,979168.86,997958.7,1.0192,1.2426,AgriProtect,Weather,6617457.11,0.01472,1269773.15,979168.86,997958.7,Other
POL-104793,2020-04-08,Tanzania,Marine,1165107.45,1066147.23,1227543.48,1.1514,1.3923,SunTrust Re,Cyber,4043088.37,0.02929,1165107.45,1066147.23,1227543.48,Other
POL-101753,2020-04-08,Kenya,Agriculture,88826.77,79576.12,65736.64,0.8261,1.0095,Pinnacle Assurance,Credit,482111.38,0.03479,88826.77,79576.12,65736.64,Africa
POL-110370,2020-04-08,Zambia,Marine,1332072.89,1191902.37,1088986.07,0.9137,1.2055,Pinnacle Assurance,Market,9838006.15,0.03619,1332072.89,1191902.37,1088986.07,Other
POL-102236,2020-04-08,Kenya,Liability,578060.47,436017.7,437460.25,1.0033,1.3009,Coastal Mutual,Operational,3201975.09,0.03767,578060.47,436017.7,437460.25,Africa
POL-114976,2020-04-08,Ghana,Aviation,428066.82,376577.86,348454.39,0.9253,1.2075,Pinnacle Assurance,Operational,3216181.96,0.03916,428066.82,376577.86,348454.39,Other
POL-113470,2020-04-09,Kenya,Agriculture,678634.83,634009.36,592468.7,0.9345,1.1634,Metro Insurers,Operational,4616974.58,0.00909,678634.83,634009.36,592468.7,Africa
POL-114724,2020-04-09,Zambia,Engineering,1493409.65,1114511.59,837478.53,0.7514,0.9593,Metro Insurers,Operational,4503899.44,0.02825,1493409.65,1114511.59,837478.53,Other
POL-101073,2020-04-09,South Africa,Property,1051588.16,808695.15,785332.48,0.9711,1.1362,Acentria Group,Market,3706286.19,0.03914,1051588.16,808695.15,785332.48,Other
POL-105451,2020-04-09,Ghana,Engineering,1086985.38,791375.44,838313.33,1.0593,1.2713,Continental Re,Operational,7819471.75,0.02085,1086985.38,791375.44,838313.33,Other
POL-101710,2020-04-10,Ghana,Liability,987092.85,892228.5,1028009.24,1.1522,1.4388,Pinnacle Assurance,Weather,5771654.78,0.01777,987092.85,892228.5,1028009.24,Other
POL-111070,2020-04-10,Ghana,Cyber,1927726.56,1737298.43,1798514.65,1.0352,1.2505,Metro Insurers,Market,9910725.09,0.04133,1927726.56,1737298.43,1798514.65,Other
POL-113499,2020-04-10,Rwanda,Property,1932434.29,1757956.07,1555519.98,0.8848,1.1227,Pinnacle Assurance,Market,10819203.93,0.01282,1932434.29,1757956.07,1555519.98,Other
POL-105655,2020-04-10,South Africa,Property,147724.87,133756.75,139528.9,1.0432,1.3095,Metro Insurers,Operational,611928.44,0.03536,147724.87,133756.75,139528.9,Other
POL-109503,2020-04-10,Rwanda,Cyber,1005310.39,803680.41,886476.0,1.103,1.2935,AgriProtect,Weather,7946802.5,0.01882,1005310.39,803680.41,886476.0,Other
POL-117005,2020-04-10,Nigeria,Liability,955460.72,710800.89,622921.2,0.8764,1.11,Continental Re,Operational,2873076.57,0.00866,955460.72,710800.89,622921.2,Other
POL-115746,2020-04-10,Uganda,Cyber,333216.71,307471.5,303978.21,0.9886,1.2887,Metro Insurers,Credit,2333959.46,0.03907,333216.71,307471.5,303978.21,Other
POL-107019,2020-04-10,Ethiopia,Cyber,2211533.53,1685083.36,1271278.02,0.7544,1.0168,Acentria Group,Credit,8218380.8,0.03772,2211533.53,1685083.36,1271278.02,Other
POL-115288,2020-04-11,Zambia,Liability,1899391.2,1390844.5,1295254.05,0.9313,1.2152,Zenith Cover,Market,12993496.02,0.02623,1899391.2,1390844.5,1295254.05,Other
POL-107936,2020-04-11,Uganda,Liability,939680.84,745653.96,662241.61,0.8881,1.1986,Zenith Cover,Cyber,3291222.58,0.02053,939680.84,745653.96,662241.61,Other
POL-105881,2020-04-11,Nigeria,Marine,1008654.87,908739.34,893213.08,0.9829,1.2714,SunTrust Re,Nat Cat,4295771.9,0.04279,1008654.87,908739.34,893213.08,Other
POL-105011,2020-04-11,Nigeria,Liability,589972.14,501473.2,413659.28,0.8249,1.016,Coastal Mutual,Nat Cat,3682824.45,0.01821,589972.14,501473.2,413659.28,Other
POL-102255,2020-04-11,Zambia,Motor,1247646.96,904720.4,974030.2,1.0766,1.3165,Continental Re,Operational,8577233.83,0.02715,1247646.96,904720.4,974030.2,Other
POL-117509,2020-04-11,Ghana,Property,2251052.27,2081849.49,2075013.59,0.9967,1.2717,Continental Re,Cyber,15485173.39,0.01093,2251052.27,2081849.49,2075013.59,Other
POL-107971,2020-04-12,Kenya,Property,301543.77,241032.0,242456.31,1.0059,1.2138,SunTrust Re,Nat Cat,1182135.62,0.03248,301543.77,241032.0,242456.31,Africa
POL-111827,2020-04-12,Uganda,Agriculture,2031384.12,1848111.49,1641360.37,0.8881,1.0836,Metro Insurers,Nat Cat,14148841.26,0.02953,2031384.12,1848111.49,1641360.37,Other
POL-100862,2020-04-12,South Africa,Liability,321501.66,278272.29,252661.07,0.908,1.1283,Metro Insurers,Cyber,1189625.27,0.03183,321501.66,278272.29,252661.07,Other
POL-112740,2020-04-12,Tanzania,Aviation,1418700.35,1041556.7,1088785.28,1.0453,1.218,AgriProtect,Cyber,8490652.54,0.03568,1418700.35,1041556.7,1088785.28,Other
POL-100903,2020-04-13,Zambia,Marine,972680.04,868764.15,913035.86,1.051,1.22,SunTrust Re,Nat Cat,7359769.4,0.01033,972680.04,868764.15,913035.86,Other
POL-116737,2020-04-13,Ethiopia,Engineering,1600974.9,1467618.47,1597938.36,1.0888,1.2611,Acentria Group,Weather,12771713.8,0.03564,1600974.9,1467618.47,1597938.36,Other
POL-115153,2020-04-13,Ethiopia,Liability,582655.65,446460.99,395976.27,0.8869,1.0722,Coastal Mutual,Credit,3469691.33,0.02566,582655.65,446460.99,395976.27,Other
POL-113398,2020-04-14,Nigeria,Cyber,1116450.09,934581.8,924392.05,0.9891,1.1875,Continental Re,Weather,8527487.72,0.0445,1116450.09,934581.8,924392.05,Other
POL-111243,2020-04-14,Ethiopia,Liability,1612886.24,1237354.31,1018865.76,0.8234,1.0464,Continental Re,Market,8624178.94,0.01363,1612886.24,1237354.31,1018865.76,Other
POL-113891,2020-04-14,Rwanda,Property,505466.92,457018.93,535186.92,1.171,1.4537,Acentria Group,Credit,2140289.1,0.01535,505466.92,457018.93,535186.92,Other
POL-108743,2020-04-14,Rwanda,Cyber,1817730.25,1476666.98,1609731.79,1.0901,1.401,Acentria Group,Credit,7917853.68,0.04066,1817730.25,1476666.98,1609731.79,Other
POL-105646,2020-04-14,Uganda,Motor,299727.13,246930.99,268367.81,1.0868,1.3941,Metro Insurers,Credit,1357093.25,0.01423,299727.13,246930.99,268367.81,Other
POL-108110,2020-04-15,Rwanda,Agriculture,1966856.26,1846009.92,1522063.84,0.8245,1.0173,Metro Insurers,Operational,7887308.89,0.00997,1966856.26,1846009.92,1522063.84,Other
POL-112053,2020-04-15,South Africa,Motor,1886080.37,1364944.24,1389122.22,1.0177,1.301,Acentria Group,Market,11802821.5,0.01812,1886080.37,1364944.24,1389122.22,Other
POL-106668,2020-04-17,South Africa,Agriculture,420739.81,358907.43,291074.77,0.811,1.0502,Pinnacle Assurance,Weather,2951574.69,0.01852,420739.81,358907.43,291074.77,Other
POL-114309,2020-04-17,Ghana,Cyber,2161892.45,1678706.72,1393642.59,0.8302,1.0985,Pinnacle Assurance,Credit,13176293.26,0.03936,2161892.45,1678706.72,1393642.59,Other
POL-111865,2020-04-17,Ghana,Aviation,1878109.09,1556300.4,1619739.74,1.0408,1.2966,Zenith Cover,Cyber,6872793.69,0.02111,1878109.09,1556300.4,1619739.74,Other
POL-106571,2020-04-17,Ghana,Engineering,1880714.03,1420243.76,1373502.87,0.9671,1.2525,Acentria Group,Nat Cat,8666941.4,0.02158,1880714.03,1420243.76,1373502.87,Other
POL-115424,2020-04-17,Zambia,Aviation,1289217.37,989854.24,956177.84,0.966,1.2357,Pinnacle Assurance,Credit,5293529.06,0.02806,1289217.37,989854.24,956177.84,Other
POL-115428,2020-04-17,Zambia,Aviation,1250014.42,1041744.79,936903.63,0.8994,1.1613,Zenith Cover,Nat Cat,9989860.14,0.01522,1250014.42,1041744.79,936903.63,Other
POL-106493,2020-04-18,Nigeria,Liability,237655.07,214412.82,231668.88,1.0805,1.3897,Continental Re,Operational,955703.66,0.01002,237655.07,214412.82,231668.88,Other
POL-115368,2020-04-18,Tanzania,Marine,1847627.61,1477738.54,1601449.52,1.0837,1.2698,Zenith Cover,Credit,9611369.29,0.00823,1847627.61,1477738.54,1601449.52,Other
POL-110717,2020-04-19,Rwanda,Property,1453779.24,1186859.5,1004850.9,0.8466,1.0411,SunTrust Re,Nat Cat,11438038.35,0.01872,1453779.24,1186859.5,1004850.9,Other
POL-109740,2020-04-19,Nigeria,Engineering,434333.03,344439.23,292018.35,0.8478,1.1657,Coastal Mutual,Cyber,2169596.84,0.03907,434333.03,344439.23,292018.35,Other
POL-105560,2020-04-19,Tanzania,Property,1807022.17,1439038.89,1368393.62,0.9509,1.1367,SunTrust Re,Weather,11617116.01,0.02961,1807022.17,1439038.89,1368393.62,Other
