policy_id,period,region,sub_region,country,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,ceded_premium,commission,retention,treaty_type,currency,underwriter,claim_status,cause_of_loss,settlement_date,reserve,broker,gwp_usd,nep_usd,claims_paid_usd,continent
AFR-POL-2006-012112-7C65,2006-05-08,Africa,Southern Africa,Botswana,Microinsurance,6751.77,5464.66,3014.85,0.5517,0.8367,National Underwriters of Botswana,Specialty,170094.42,0.039694,813.02,200.84,1822.54,Surplus,EUR,Ryan Mack,Pending,Political Violence,,3673.34,Willis Towers Watson,6751.77,5464.66,3014.85,Africa
AFR-POL-2007-012113-CB54,2007-04-15,Africa,West Africa,Benin,Political Risk,22625.05,12093.63,0.0,,,Regional Insurers  Benin,Medium,7374989.49,0.003068,8461.73,970.17,93540.46,Facultative,EUR,Kenneth Rogers,,,,0.0,Old Mutual Intermediaries,22625.05,12093.63,0.0,Africa
AFR-POL-2005-012114-E779,2005-02-22,Africa,Southern Africa,Eswatini,Terrorism,10119.14,4596.43,2122.63,0.4618,0.6836,Lee Ltd (Eswatini),Medium,192347.64,0.052609,4170.44,510.55,1186401.89,Quota Share,ZAR,Paul Rogers,Denied,Earthquake,,0.0,African Risk Capacity,10119.14,4596.43,2122.63,Africa
AFR-POL-2014-012115-B061,2014-09-03,Africa,East Africa,Ethiopia,Catastrophe,330037.7,57140.9,0.0,,,Bailey-Rose (Ethiopia),High,3745600.29,0.088113,226201.68,18621.8,1406851.26,Surplus,EUR,Shelby Robertson,,,,0.0,Sanlam Brokers,330037.7,57140.9,0.0,Africa
AFR-POL-2023-012116-CD57,2023-01-11,Africa,North Africa,Tunisia,Credit,13187.87,10611.41,5502.02,0.5185,0.8079,Nile Assurance of Tunisia,Specialty,152606.94,0.086417,1289.39,292.44,1849199.49,Excess of Loss,EUR,Ryan Mack,In Litigation,Cyber Attack,,1877.12,African Risk Capacity,13187.87,10611.41,5502.02,Africa
AFR-POL-2024-012117-39EE,2024-12-02,Africa,East Africa,Ethiopia,Workers Compensation,66999.59,52793.58,0.0,,,Continental Insurers  Ethiopia,Catastrophic,5066669.35,0.013224,6076.26,1423.44,12177.91,Stop Loss,EUR,Jonathan Gardner,,,,0.0,Local Broker Network,66999.59,52793.58,0.0,Africa
AFR-POL-2007-012118-21F3,2007-12-13,Africa,West Africa,Ghana,Aviation,228617.76,127285.82,0.0,,,Gallegos-Romero (Ghana),Specialty,2252029.93,0.101516,22787.99,2447.63,27140.92,Aggregate XL,EUR,Jacqueline Young,,,,0.0,Local Broker Network,228617.76,127285.82,0.0,Africa
AFR-POL-2024-012119-70BD,2024-12-02,Africa,West Africa,Sierra Leone,Travel,51472.02,44798.6,30749.76,0.6864,1.0054,Thomas and Sons (Sierra Leone),Low,1054634.21,0.048806,2996.62,573.1,5901.78,Quota Share,EUR,Craig Gonzalez,Pending,Earthquake,,27455.84,Howden,51472.02,44798.6,30749.76,Africa
AFR-POL-2014-012120-2EA3,2014-05-19,Africa,Southern Africa,South Africa,Health,340166.04,108033.07,0.0,,,Sahara Company of South Africa,Emerging,3385019.64,0.100492,221388.57,66377.94,1748345.56,Excess of Loss,USD,Antonio Taylor,,,,0.0,Marsh,340166.04,108033.07,0.0,Africa
AFR-POL-2013-012121-E49D,2013-01-26,Africa,Southern Africa,South Africa,Agriculture,2211408.55,982458.11,0.0,,,Nile Insurance of South Africa,Low,41387713.21,0.053432,480372.48,102930.89,132010.83,Facultative,EUR,Shelby Robertson,,,,0.0,African Risk Capacity,2211408.55,982458.11,0.0,Africa
AFR-POL-2006-012122-17D2,2006-01-05,Africa,Central Africa,Angola,Motor,8377.46,2100.49,2133.68,1.0158,1.3584,Drake-Perry (Angola),High,73098.14,0.114606,6250.31,516.44,321.43,Aggregate XL,EUR,Rick Johnson,Pending,Business Interruption,,1947.3,African Risk Capacity,8377.46,2100.49,2133.68,Africa
AFR-POL-2023-012123-91EC,2023-03-28,Africa,Southern Africa,Zimbabwe,Marine,2539.88,1200.14,0.0,,,Savanna Mutual of Zimbabwe,Specialty,139707.24,0.01818,1156.57,295.93,507.99,Stop Loss,ZAR,Steven Johnson,,,,0.0,Willis Towers Watson,2539.88,1200.14,0.0,Africa
AFR-POL-2020-012124-B55F,2020-04-25,Africa,Southern Africa,South Africa,Cyber,133530.07,64135.65,48993.22,0.7639,1.0423,Rivas-Salinas (South Africa),High,2156011.26,0.061934,58745.52,14838.11,27347.23,Facultative,USD,Laura Tucker,Closed,Industrial Accident,2022-09-01,0.0,Aon,133530.07,64135.65,48993.22,Africa
AFR-POL-2016-012125-2235,2016-06-13,Africa,Southern Africa,Zambia,Political Risk,12677.17,6813.14,7474.7,1.0971,1.4458,Ubuntu Mutual of Zambia,Medium,157398.73,0.080542,4988.61,1228.43,1749826.71,Quota Share,ZAR,Mark Booker,Denied,Theft,,0.0,Aon,12677.17,6813.14,7474.7,Africa
AFR-POL-2007-012126-2B44,2007-09-11,Africa,North Africa,Morocco,Cyber,65102.87,20923.66,0.0,,,National Company of Morocco,Medium,791510.9,0.082251,41140.04,11161.14,9060.05,Facultative,MAD,Kyle Jones,,,,0.0,Independent African Agents,65102.87,20923.66,0.0,Africa
AFR-POL-2015-012127-4D04,2015-03-31,Africa,West Africa,Nigeria,Directors & Officers,54802.48,27782.11,0.0,,,Ubuntu Re  Nigeria,Specialty,4716574.31,0.011619,4481.03,616.28,24218.7,Proportional,NGN,Cameron Proctor,,,,0.0,Regional Partners,54802.48,27782.11,0.0,Africa
AFR-POL-2005-012128-F9FC,2005-03-19,Africa,West Africa,Nigeria,Energy,64465.55,24421.85,0.0,,,Sahara Underwriters  Nigeria,High,1060738.15,0.060774,28278.86,7918.57,1263593.3,Proportional,USD,Jeffrey Smith,,,,0.0,Willis Towers Watson,64465.55,24421.85,0.0,Africa
AFR-POL-2023-012129-5C0A,2023-12-25,Africa,Southern Africa,South Africa,Casualty,54164.64,26031.55,27130.08,1.0422,1.396,"Boyd, Robbins and Mendoza (South Africa)",Medium,512066.89,0.105776,11315.69,3069.6,2897.59,Aggregate XL,USD,Lori Pham,Settled,Mortality,2024-10-26,0.0,Independent African Agents,54164.64,26031.55,27130.08,Africa
AFR-POL-2015-012130-77DD,2015-04-02,Africa,Southern Africa,South Africa,Energy,639621.97,391264.61,155566.81,0.3976,0.6339,African Ltd  South Africa,Catastrophic,6018319.48,0.106279,156807.57,32039.55,64981.43,Surplus,ZAR,Jerome Whitehead,Closed,Natural Catastrophe,2016-01-31,0.0,Sanlam Brokers,639621.97,391264.61,155566.81,Africa
AFR-POL-2010-012131-3865,2010-04-21,Africa,East Africa,Ethiopia,Engineering,15093.62,4576.52,4340.37,0.9484,1.233,Reed Ltd (Ethiopia),Specialty,168626.25,0.089509,7827.96,1993.64,1045.97,Excess of Loss,EUR,Amanda Taylor,Denied,Drought,,0.0,Willis Towers Watson,15093.62,4576.52,4340.37,Africa
AFR-POL-2007-012132-B99F,2007-09-17,Africa,West Africa,Nigeria,Surety,37662.77,10371.44,10476.19,1.0101,1.4056,Hill and Sons (Nigeria),Medium,781075.07,0.048219,27200.81,7755.63,8072.57,Quota Share,USD,James Jones,In Litigation,Drought,,8872.68,Local Broker Network,37662.77,10371.44,10476.19,Africa
AFR-POL-2011-012133-AD98,2011-11-20,Africa,Central Africa,Angola,Marine,19627.57,10188.57,0.0,,,Savanna Holdings  Angola,Medium,431004.83,0.045539,8252.0,1311.64,1847.28,Surplus,EUR,Jennifer Robbins,,,,0.0,Old Mutual Intermediaries,19627.57,10188.57,0.0,Africa
AFR-POL-2006-012134-FC87,2006-03-05,Africa,Southern Africa,South Africa,Marine,97511.98,21668.98,8351.22,0.3854,0.7622,Regional Company of South Africa,Specialty,1873311.1,0.052053,69966.23,13414.01,2299442.04,Surplus,EUR,Wendy Maynard,Pending,Political Violence,,10939.56,African Risk Capacity,97511.98,21668.98,8351.22,Africa
AFR-POL-2020-012135-158F,2020-06-21,Africa,North Africa,Tunisia,Agriculture,307040.21,202215.49,512110.73,2.5325,2.7748,Regional Company  Tunisia,Specialty,12803430.98,0.023981,36288.84,8212.31,67528.01,Proportional,MAD,Brandon Russell,Closed,Machinery Breakdown,2021-01-01,0.0,Aon,307040.21,202215.49,512110.73,Africa
AFR-POL-2008-012136-A3DB,2008-04-19,Africa,North Africa,Tunisia,Political Risk,16744.56,2420.93,2511.23,1.0373,1.273,Guardian Re  Tunisia,Catastrophic,2306898.62,0.007258,12362.24,1785.73,21017.42,Proportional,EUR,Danny Mason,In Litigation,Theft,,3208.89,Lockton,16744.56,2420.93,2511.23,Africa
AFR-POL-2008-012137-67DC,2008-05-17,Africa,Southern Africa,South Africa,Workers Compensation,254861.19,122450.32,115715.55,0.945,1.1753,African PLC of South Africa,Catastrophic,7839510.99,0.03251,112002.69,17670.18,1034538.66,Quota Share,EUR,Danny Mason,In Litigation,Natural Catastrophe,,150949.02,Jubilee Brokers,254861.19,122450.32,115715.55,Africa
AFR-POL-2023-012138-83D6,2023-06-16,Africa,West Africa,Nigeria,Health,184647.75,36161.92,32527.65,0.8995,1.2309,Byrd PLC (Nigeria),Low,16771581.4,0.01101,126390.18,11691.57,111937.69,Quota Share,USD,Evan Peterson,Denied,Liability Claim,,0.0,Jubilee Brokers,184647.75,36161.92,32527.65,Africa
AFR-POL-2005-012139-AE83,2005-12-03,Africa,Central Africa,Republic of the Congo,Life,76217.49,58873.68,0.0,,,Chaney-Ortiz (Republic of the Congo),Emerging,3439712.78,0.022158,16571.94,3202.15,23206.76,Quota Share,XAF,Kyle Jones,,,,0.0,Sanlam Brokers,76217.49,58873.68,0.0,Africa
AFR-POL-2015-012140-A5BD,2015-02-21,Africa,East Africa,Kenya,Cyber,197807.87,79015.71,48405.02,0.6126,0.9787,Guardian Assurance of Kenya,Emerging,2530183.3,0.078179,107865.52,19756.02,6768.34,Quota Share,KES,James Mays,In Litigation,Theft,,67455.4,African Risk Capacity,197807.87,79015.71,48405.02,Africa
AFR-POL-2013-012141-1610,2013-05-11,Africa,Central Africa,Angola,Microinsurance,6420.79,4657.2,1434.88,0.3081,0.6113,Continental Underwriters  Angola,Emerging,60214.9,0.106631,634.78,130.27,2463447.63,Proportional,USD,Jeffrey Smith,Closed,Business Interruption,2013-08-29,0.0,Willis Towers Watson,6420.79,4657.2,1434.88,Africa
AFR-POL-2023-012142-E4C4,2023-09-26,Africa,Southern Africa,Mozambique,Liability,249394.96,98614.73,79660.98,0.8078,1.0242,African Re  Mozambique,Medium,5609778.71,0.044457,81071.35,13663.83,33954.86,Proportional,USD,Kimberly Thomas,Settled,Medical Expense,2025-07-30,0.0,Gallagher,249394.96,98614.73,79660.98,Africa
AFR-POL-2019-012143-4FF5,2019-06-02,Africa,Southern Africa,South Africa,Microinsurance,213486.29,71376.27,0.0,,,African Ltd of South Africa,Low,27772122.89,0.007687,131033.5,13408.35,160917.55,Stop Loss,EUR,Jennifer Robbins,,,,0.0,African Risk Capacity,213486.29,71376.27,0.0,Africa
AFR-POL-2016-012144-A5CA,2016-07-08,Africa,East Africa,Kenya,Agriculture,2828434.95,1627180.5,4298848.16,2.6419,2.9801,Regional Insurance  Kenya,Catastrophic,28473221.87,0.099337,355595.08,58648.15,299471.72,Surplus,USD,Mark Villanueva,Settled,Drought,2019-03-05,0.0,African Risk Capacity,2828434.95,1627180.5,4298848.16,Africa
AFR-POL-2022-012145-9DAD,2022-04-04,Africa,Southern Africa,Malawi,Casualty,17106.65,5095.54,2409.17,0.4728,0.8703,Nile Holdings  Malawi,Catastrophic,472557.1,0.0362,8123.51,1176.28,3296.4,Facultative,ZAR,Jeffrey Smith,In Litigation,Pandemic Related,,2020.4,Gallagher,17106.65,5095.54,2409.17,Africa
AFR-POL-2011-012146-4DE4,2011-09-09,Africa,East Africa,Kenya,Liability,258016.03,79319.18,79263.66,0.9993,1.205,Sahara Insurers  Kenya,Catastrophic,2598850.5,0.099281,136966.17,12129.44,8784.66,Facultative,KES,Kyle Jones,Open,Accident,,26972.46,Howden,258016.03,79319.18,79263.66,Africa
AFR-POL-2016-012147-BEC8,2016-01-22,Africa,West Africa,Nigeria,Life,329043.29,107396.75,76487.97,0.7122,1.0184,Nile Holdings of Nigeria,High,11068722.03,0.029727,212007.46,31882.72,108574.04,Excess of Loss,USD,Steven Johnson,Closed,Fire,2016-03-18,0.0,Sanlam Brokers,329043.29,107396.75,76487.97,Africa
AFR-POL-2014-012148-A145,2014-11-16,Africa,West Africa,Nigeria,Political Risk,340469.19,231408.02,238674.23,1.0314,1.3605,"Williams, Patel and Newman (Nigeria)",Low,3651925.43,0.09323,71387.42,17654.59,731891.31,Surplus,NGN,Jeffrey Smith,Open,Machinery Breakdown,,79413.36,Sanlam Brokers,340469.19,231408.02,238674.23,Africa
AFR-POL-2017-012149-3B32,2017-02-28,Africa,Southern Africa,South Africa,Professional Indemnity,76212.5,59226.02,23293.59,0.3933,0.6313,Smith Group (South Africa),Emerging,1011187.61,0.075369,13841.63,1303.4,6029.09,Excess of Loss,USD,Jacqueline Young,In Litigation,Pandemic Related,,28261.71,Willis Towers Watson,76212.5,59226.02,23293.59,Africa
AFR-POL-2007-012150-E4DF,2007-12-26,Africa,East Africa,Kenya,Aviation,585476.04,243578.07,121642.89,0.4994,0.7251,Continental Company of Kenya,Catastrophic,6278419.31,0.093252,328141.08,58017.98,19685.44,Stop Loss,USD,Veronica Barnett,Open,Pandemic Related,,83996.44,Independent African Agents,585476.04,243578.07,121642.89,Africa
AFR-POL-2008-012151-B89F,2008-04-26,Africa,North Africa,Egypt,Liability,911217.28,814905.44,0.0,,,Valdez Ltd (Egypt),Medium,9243051.09,0.098584,59069.14,10340.49,436525.52,Excess of Loss,USD,Charles Tyler,,,,0.0,Howden,911217.28,814905.44,0.0,Africa
AFR-POL-2023-012152-2D46,2023-07-03,Africa,Southern Africa,Mauritius,Agriculture,134148.45,74859.36,191924.43,2.5638,2.9546,Premier PLC of Mauritius,Catastrophic,1315269.18,0.101993,33068.36,4068.99,8280.19,Proportional,ZAR,Amanda Taylor,In Litigation,Crop Failure,,209813.3,Old Mutual Intermediaries,134148.45,74859.36,191924.43,Africa
AFR-POL-2018-012153-2300,2018-07-04,Africa,West Africa,Nigeria,Credit,135285.46,58221.33,56480.51,0.9701,1.3095,African Mutual  Nigeria,Low,5514336.24,0.024533,63533.49,12950.51,1213325.68,Stop Loss,USD,George Cook,Closed,Accident,2021-03-06,0.0,African Risk Capacity,135285.46,58221.33,56480.51,Africa
AFR-POL-2017-012154-AC02,2017-04-04,Africa,West Africa,Gambia,Microinsurance,166243.82,108161.01,0.0,,,Regional Insurance  Gambia,High,41859227.97,0.003971,30245.36,4779.56,1430924.66,Aggregate XL,ZAR,Cynthia Webb,,,,0.0,Gallagher,166243.82,108161.01,0.0,Africa
AFR-POL-2024-012155-DCA8,2024-06-12,Africa,Southern Africa,South Africa,Surety,127505.46,42024.39,45600.67,1.0851,1.3227,Ubuntu Insurance  South Africa,Low,1968130.26,0.064785,62732.94,6933.1,17373.95,Stop Loss,ZAR,Lori Pham,Settled,Flood,2024-12-03,0.0,Jubilee Brokers,127505.46,42024.39,45600.67,Africa
AFR-POL-2012-012156-29C9,2012-08-27,Africa,Southern Africa,South Africa,Political Risk,394538.7,264378.71,0.0,,,Pan-African Group  South Africa,Catastrophic,6430874.37,0.061351,69505.94,19027.52,1112798.52,Facultative,ZAR,Cynthia Webb,,,,0.0,Howden,394538.7,264378.71,0.0,Africa
AFR-POL-2024-012157-666E,2024-02-27,Africa,East Africa,Tanzania,Workers Compensation,9425.81,2015.29,0.0,,,Savanna Insurers  Tanzania,High,164650.24,0.057247,6136.69,1766.58,855302.21,Stop Loss,USD,Lori Pham,,,,0.0,African Risk Capacity,9425.81,2015.29,0.0,Africa
AFR-POL-2022-012158-64C4,2022-12-12,Africa,East Africa,Kenya,Engineering,131850.54,70265.95,45321.54,0.645,0.8646,Johnson Ltd (Kenya),Emerging,1142781.68,0.115377,30723.33,6888.07,6845.75,Stop Loss,USD,Paula Scott,Denied,Business Interruption,,0.0,Local Broker Network,131850.54,70265.95,45321.54,Africa
AFR-POL-2020-012159-BAA7,2020-04-21,Africa,Southern Africa,Botswana,Political Risk,201328.15,94635.75,0.0,,,"Powell, Williams and Johnson (Botswana)",Medium,12120672.1,0.01661,29833.8,4899.71,878810.4,Stop Loss,EUR,Wendy Maynard,,,,0.0,Howden,201328.15,94635.75,0.0,Africa
AFR-POL-2016-012160-D2B0,2016-09-13,Africa,West Africa,Nigeria,Directors & Officers,141380.69,62955.91,0.0,,,African Insurers of Nigeria,Specialty,1580440.43,0.089457,62737.04,18176.76,8691.52,Aggregate XL,NGN,Craig Gonzalez,,,,0.0,African Risk Capacity,141380.69,62955.91,0.0,Africa
AFR-POL-2011-012161-8F13,2011-09-01,Africa,North Africa,Egypt,Aviation,370871.74,108508.41,233727.12,2.154,2.3647,Savanna Holdings of Egypt,Emerging,5868248.09,0.0632,249231.83,57884.1,68396.86,Excess of Loss,USD,Sydney Parsons,Pending,Fire,,136568.51,Jubilee Brokers,370871.74,108508.41,233727.12,Africa
AFR-POL-2017-012162-CDFC,2017-05-27,Africa,East Africa,Kenya,Life,499941.7,202185.34,136353.79,0.6744,0.8928,Young-Compton (Kenya),Catastrophic,34536155.32,0.014476,213337.56,45637.4,306740.64,Stop Loss,KES,Kelsey Pacheco,Denied,Medical Expense,,0.0,Marsh,499941.7,202185.34,136353.79,Africa
AFR-POL-2010-012163-29EA,2010-11-25,Africa,North Africa,Egypt,Terrorism,34039.82,8666.65,23677.29,2.732,3.0129,"Mccoy, Sullivan and Phillips (Egypt)",Low,671511.75,0.050691,24722.49,2774.71,7372.93,Stop Loss,USD,Jade Johnson,Open,Mortality,,36010.35,Regional Partners,34039.82,8666.65,23677.29,Africa
AFR-POL-2025-012164-8EAF,2025-04-26,Africa,West Africa,Nigeria,Casualty,1038951.9,714791.85,0.0,,,Nile Group  Nigeria,Low,24931850.01,0.041672,262379.41,22999.02,813227.06,Facultative,USD,Evelyn Christian,,,,0.0,African Risk Capacity,1038951.9,714791.85,0.0,Africa
AFR-POL-2024-012165-045C,2024-04-15,Africa,East Africa,Ethiopia,Terrorism,5369.06,3831.24,0.0,,,Horizon Mutual of Ethiopia,High,99119.71,0.054167,1291.98,174.72,1731859.93,Stop Loss,EUR,James Mays,,,,0.0,Jubilee Brokers,5369.06,3831.24,0.0,Africa
AFR-POL-2021-012166-27D9,2021-03-24,Africa,North Africa,Algeria,Energy,59747.2,11199.26,0.0,,,Continental Assurance of Algeria,Low,574061.04,0.104078,44650.74,4934.57,4946.11,Quota Share,EUR,Ryan Mack,,,,0.0,Gallagher,59747.2,11199.26,0.0,Africa
AFR-POL-2014-012167-C4CE,2014-02-02,Africa,Southern Africa,Botswana,Marine,28645.14,10491.38,0.0,,,Horizon Underwriters  Botswana,Catastrophic,249153.89,0.11497,14640.04,2697.83,930592.34,Surplus,USD,George Cook,,,,0.0,African Risk Capacity,28645.14,10491.38,0.0,Africa
AFR-POL-2023-012168-A29A,2023-06-17,Africa,North Africa,Tunisia,Catastrophe,70509.61,18725.01,0.0,,,Sahara Underwriters  Tunisia,Low,1500521.38,0.04699,49014.36,4731.12,4469.13,Aggregate XL,USD,Jeffrey Fisher,,,,0.0,Lockton,70509.61,18725.01,0.0,Africa
AFR-POL-2017-012169-B9B4,2017-02-05,Africa,East Africa,Ethiopia,Directors & Officers,34159.43,29012.53,16360.17,0.5639,0.8279,Patel-Burgess (Ethiopia),Medium,919408.19,0.037154,3761.26,735.87,4142.79,Facultative,ZAR,Jeffrey Smith,Open,Cyber Attack,,20423.02,Howden,34159.43,29012.53,16360.17,Africa
AFR-POL-2012-012170-99AD,2012-08-02,Africa,Southern Africa,South Africa,Property,189942.15,42752.72,40063.57,0.9371,1.303,Horizon Underwriters of South Africa,High,2939012.71,0.064628,129227.41,22962.77,9798.34,Surplus,ZAR,Wendy Maynard,In Litigation,Machinery Breakdown,,23145.45,African Risk Capacity,189942.15,42752.72,40063.57,Africa
AFR-POL-2007-012171-377D,2007-07-22,Africa,West Africa,Ghana,Credit,17324.5,9622.71,8545.93,0.8881,1.2468,Heath-Taylor (Ghana),Low,1193240.1,0.014519,3400.83,783.91,2991.09,Excess of Loss,EUR,Steven Peterson,Closed,Theft,2009-02-21,0.0,Aon,17324.5,9622.71,8545.93,Africa
AFR-POL-2017-012172-7E01,2017-10-18,Africa,West Africa,Nigeria,Life,95568.94,62816.42,0.0,,,Nile Group of Nigeria,Emerging,1556552.77,0.061398,9652.31,1649.75,1855917.68,Proportional,NGN,Jennifer Robbins,,,,0.0,Willis Towers Watson,95568.94,62816.42,0.0,Africa
AFR-POL-2013-012173-7C94,2013-08-16,Africa,West Africa,Cameroon,Property,211005.32,54409.14,40317.17,0.741,0.9456,Medina-Waller (Cameroon),Medium,2031043.59,0.10389,144966.59,19725.09,20486.96,Aggregate XL,XAF,Brandon Russell,Pending,Machinery Breakdown,,19724.42,Old Mutual Intermediaries,211005.32,54409.14,40317.17,Africa
AFR-POL-2007-012174-E9B7,2007-09-17,Africa,Central Africa,Angola,Catastrophe,881380.91,431244.31,0.0,,,Ubuntu Insurance  Angola,Medium,24579156.41,0.035859,211238.98,25694.72,854484.4,Facultative,USD,Paul Rogers,,,,0.0,Jubilee Brokers,881380.91,431244.31,0.0,Africa
AFR-POL-2009-012175-A722,2009-12-04,Africa,Central Africa,Angola,Energy,165174.95,80428.73,73342.96,0.9119,1.2375,Walters LLC (Angola),High,1910412.24,0.08646,44096.22,6855.6,4325.34,Facultative,ZAR,William Wallace,Denied,Business Interruption,,0.0,Willis Towers Watson,165174.95,80428.73,73342.96,Africa
AFR-POL-2009-012176-C7BE,2009-06-23,Africa,Southern Africa,Eswatini,Engineering,173782.61,139221.04,183855.31,1.3206,1.6834,"Ellis, Weaver and Barrera (Eswatini)",Medium,3762932.88,0.046183,23907.59,2012.35,596609.31,Quota Share,EUR,Veronica Barnett,Settled,Pandemic Related,2011-10-18,0.0,Willis Towers Watson,173782.61,139221.04,183855.31,Africa
AFR-POL-2010-012177-8D03,2010-12-08,Africa,East Africa,Kenya,Catastrophe,67020.16,58990.17,101203.54,1.7156,2.0728,Torres LLC (Kenya),Specialty,638859.11,0.104906,3622.3,1073.49,1807726.84,Proportional,USD,Evelyn Christian,Denied,Mortality,,0.0,Jubilee Brokers,67020.16,58990.17,101203.54,Africa
AFR-POL-2023-012178-D1D6,2023-05-01,Africa,East Africa,Uganda,Liability,1005.88,288.37,275.91,0.9568,1.2254,African Ltd  Uganda,High,8570.19,0.11737,488.88,105.51,52.19,Stop Loss,USD,Jade Johnson,Pending,Fire,,219.72,Gallagher,1005.88,288.37,275.91,Africa
AFR-POL-2014-012179-2B60,2014-11-03,Africa,East Africa,Tanzania,Directors & Officers,389434.8,161627.5,0.0,,,Regional PLC of Tanzania,Low,15683342.45,0.024831,170513.27,29262.92,166367.19,Aggregate XL,EUR,David Bell,,,,0.0,Lockton,389434.8,161627.5,0.0,Africa
AFR-POL-2005-012180-13A0,2005-07-31,Africa,Southern Africa,South Africa,Directors & Officers,177672.86,58505.23,62021.39,1.0601,1.3067,Horizon Underwriters of South Africa,Specialty,1650552.71,0.107644,90580.27,13358.18,1100332.93,Proportional,EUR,Antonio Taylor,Denied,Accident,,0.0,Gallagher,177672.86,58505.23,62021.39,Africa
AFR-POL-2021-012181-1A50,2021-05-19,Africa,Southern Africa,South Africa,Engineering,3081427.04,2106787.85,0.0,,,Regional Insurers  South Africa,Low,41996697.96,0.073373,794250.69,228391.74,208636.91,Quota Share,EUR,Rachel Webb,,,,0.0,Howden,3081427.04,2106787.85,0.0,Africa
AFR-POL-2011-012182-93B5,2011-06-07,Africa,East Africa,Uganda,Energy,18127.37,6128.29,0.0,,,Continental Holdings of Uganda,High,2154843.79,0.008412,10598.95,2821.55,970143.75,Proportional,EUR,Laura Tucker,,,,0.0,Old Mutual Intermediaries,18127.37,6128.29,0.0,Africa
AFR-POL-2013-012183-B669,2013-04-03,Africa,West Africa,Burkina Faso,Casualty,11859.48,5437.07,1873.07,0.3445,0.5583,Premier Assurance  Burkina Faso,Specialty,144429.22,0.082113,2637.4,653.4,2401036.08,Surplus,EUR,Jeffrey Smith,Settled,Storm,2013-05-26,0.0,Sanlam Brokers,11859.48,5437.07,1873.07,Africa
AFR-POL-2016-012184-78C9,2016-12-19,Africa,Southern Africa,South Africa,Liability,626901.83,374123.52,0.0,,,Sahara Group  South Africa,Low,14589195.49,0.04297,145389.59,43257.43,144060.07,Excess of Loss,EUR,Sydney Parsons,,,,0.0,Aon,626901.83,374123.52,0.0,Africa
AFR-POL-2022-012185-846C,2022-07-27,Africa,East Africa,Ethiopia,Credit,16892.66,5160.49,3027.66,0.5867,0.9597,Regional Insurance  Ethiopia,High,169214.3,0.09983,8106.66,913.18,492.5,Stop Loss,ZAR,Danny Mason,Pending,Mortality,,3675.74,Old Mutual Intermediaries,16892.66,5160.49,3027.66,Africa
AFR-POL-2020-012186-010A,2020-02-11,Africa,West Africa,Liberia,Energy,96075.31,24680.42,0.0,,,Premier Mutual of Liberia,Emerging,15056307.55,0.006381,59802.66,6545.29,119469.59,Facultative,ZAR,Kimberly Thomas,,,,0.0,Independent African Agents,96075.31,24680.42,0.0,Africa
AFR-POL-2009-012187-C223,2009-12-25,Africa,North Africa,Egypt,Political Risk,395219.41,141109.78,0.0,,,"Edwards, Waters and Jackson (Egypt)",Low,5675666.97,0.069634,174635.81,15425.34,21994.59,Quota Share,EGP,Evelyn Christian,,,,0.0,Marsh,395219.41,141109.78,0.0,Africa
AFR-POL-2021-012188-3547,2021-11-07,Africa,East Africa,Kenya,Political Risk,246882.11,127954.53,274910.31,2.1485,2.4896,Ubuntu Re  Kenya,High,2516648.47,0.0981,101917.36,14372.57,30172.42,Quota Share,KES,Catherine Wilkins,Closed,Motor Accident,2022-01-25,0.0,Sanlam Brokers,246882.11,127954.53,274910.31,Africa
AFR-POL-2005-012189-0912,2005-03-29,Africa,Central Africa,Equatorial Guinea,Professional Indemnity,174764.84,48897.12,23162.57,0.4737,0.8045,Turner Inc (Equatorial Guinea),High,4851198.85,0.036025,114953.09,25017.58,36591.88,Facultative,EUR,William Baker,Pending,Fire,,22382.63,Howden,174764.84,48897.12,23162.57,Africa
AFR-POL-2010-012190-C9B1,2010-10-31,Africa,West Africa,Nigeria,Aviation,716654.42,252349.0,272940.68,1.0816,1.4307,Savanna Insurance  Nigeria,Emerging,9870453.74,0.072606,395599.26,95728.64,2336175.82,Surplus,NGN,Mark Villanueva,Settled,Earthquake,2013-04-26,0.0,Aon,716654.42,252349.0,272940.68,Africa
AFR-POL-2017-012191-D240,2017-12-07,Africa,West Africa,Nigeria,Property,172263.17,42255.2,25809.48,0.6108,0.9831,Continental Insurers  Nigeria,Catastrophic,2086219.12,0.082572,122152.64,23004.72,22861.42,Proportional,USD,Catherine Wilkins,Open,Earthquake,,13235.75,Independent African Agents,172263.17,42255.2,25809.48,Africa
AFR-POL-2021-012192-0FF2,2021-03-15,Africa,Central Africa,Angola,Property,886623.55,335325.99,798310.58,2.3807,2.6641,Ward-Dalton (Angola),Catastrophic,12750122.3,0.069538,544033.01,134456.8,149259.46,Proportional,EUR,Shawn Brown,Closed,Drought,2023-02-07,0.0,Gallagher,886623.55,335325.99,798310.58,Africa
AFR-POL-2011-012193-0DF0,2011-05-30,Africa,North Africa,Egypt,Directors & Officers,44991.34,12919.64,0.0,,,"Jones, Barron and Johnson (Egypt)",Specialty,581414.89,0.077383,27229.92,7694.48,1581654.33,Quota Share,USD,Aaron Graham,,,,0.0,Aon,44991.34,12919.64,0.0,Africa
